,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_tranflag,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_facility,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,dec_str_deg
2072,K2-5,b,K2-5 b,Transit,0,2,5.73594,0.00064,-0.00064,0.0,0.0532,0.0038,-0.0038,0.0,,,,,87.35,1.88,-3.37,0.0,,,,,,0.17,0.039,-0.039,0.0,,,,,0,0,1,11h17m12.84s,169.303497,-01d52m40.7s,-1.8779759999999999,204.12,1.66,-1.66,0.0,204.12,1.66,-1.66,0.0,14.91,0.03,0.0,14.339,,0.0,3930.0,375.0,-375.0,0.0,0.61,0.13,-0.13,0.0,0.57,0.12,-0.12,0.0,2016-07-07,1,,,,,0.11058330000000001,0.0252917,-0.0111667,0.0,2456808.86,0.0048,-0.0048,0.0,0.65,0.22,-0.41,0.0,K2,12.449000000000002,0.03,0.0,11.758,0.021,0.0,-0.12202777777777775
2073,K2-5,c,K2-5 c,Transit,0,2,10.93241,0.00134,-0.00134,0.0,0.0818,0.0059,-0.0059,0.0,,,,,86.95,2.47,-2.47,0.0,,,,,,0.20199999999999999,0.055,-0.055,0.0,,,,,0,0,1,11h17m12.84s,169.303497,-01d52m40.7s,-1.8779759999999999,204.12,1.66,-1.66,0.0,204.12,1.66,-1.66,0.0,14.91,0.03,0.0,14.339,,0.0,3930.0,375.0,-375.0,0.0,0.61,0.13,-0.13,0.0,0.57,0.12,-0.12,0.0,2016-07-07,1,,,,,0.14575,0.05916669999999999,-0.0241667,0.0,2456814.601,0.0052,-0.0052,0.0,0.83,0.09,-0.43,0.0,K2,12.449000000000002,0.03,0.0,11.758,0.021,0.0,-0.12202777777777775
2074,K2-6,b,K2-6 b,Transit,0,1,30.94191,0.00467,-0.00467,0.0,0.1898,0.0056,-0.0056,0.0,,,,,,,,,,,,,,0.223,0.079,-0.079,0.0,,,,,0,0,1,11h52m46.14s,178.192261,-01d11m54.5s,-1.198477,319.59,6.39,-6.39,0.0,319.59,6.39,-6.39,0.0,12.654000000000002,0.04,0.0,12.502,,0.0,5850.0,79.0,-98.0,0.0,0.97,0.07,-0.07,0.0,0.96,0.14,-0.09,0.0,2015-07-16,1,,,,,,,,,2456827.5014,0.009,-0.009,0.0,,,,,K2,11.44,0.024,0.0,11.09,0.021,0.0,-0.8015277777777777
2075,K2-7,b,K2-7 b,Transit,0,1,28.67992,0.00947,-0.00947,0.0,0.1814,0.0043,-0.0043,0.0,,,,,,,,,,,,,,0.23800000000000002,0.05,-0.05,0.0,,,,,0,0,1,11h08m22.50s,167.093765,-01d03m56.7s,-1.065755,754.64,15.99,-15.99,0.0,754.64,15.99,-15.99,0.0,13.213,0.03,0.0,13.057,,0.0,5772.0,72.0,-91.0,0.0,0.97,0.06,-0.06,0.0,0.96,0.17,-0.08,0.0,2015-07-16,1,,,,,,,,,2456824.6155,0.0149,-0.0149,0.0,,,,,K2,11.952,0.022000000000000002,0.0,11.628,0.023,0.0,-0.9342499999999999
2130,K2-8,b,K2-8 b,Transit,0,2,10.35239,0.00086,-0.00086,0.0,0.0856,0.0014,-0.0014,0.0,,,,,86.42,2.56,-1.37,0.0,,,,,,0.319,0.063,-0.063,0.0,,,,,0,0,1,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,407.93,11.83,-11.83,0.0,407.93,11.83,-11.83,0.0,14.61,0.03,0.0,14.335999999999999,,0.0,4870.0,60.0,-60.0,0.0,0.78,0.04,-0.04,0.0,0.74,0.04,-0.04,0.0,2016-07-07,1,,,,,0.1400833,0.036875,-0.036875,0.0,2456813.6114,0.003,-0.003,0.0,0.88,0.04,-0.36,0.0,K2,12.829,0.026000000000000002,0.0,12.318,0.03,0.0,0.28438888888888886
2131,K2-9,b,K2-9 b,Transit,0,1,18.4498,0.0015,-0.0015,0.0,0.091,0.013,-0.016,0.0,,,,,87.98299999999999,1.5930000000000002,-0.08,0.0,,,,,,0.201,0.047,-0.086,0.0,,,,,0,0,1,11h45m03.47s,176.264465,+00d00m19.1s,0.005301,83.16,0.37,-0.37,0.0,83.16,0.37,-0.37,0.0,15.63,,0.0,14.866,,0.0,3390.0,150.0,-150.0,0.0,0.3,0.14,-0.14,0.0,0.31,0.11,-0.11,0.0,2016-01-21,1,,,,,0.1183208,0.0003083,-0.0228833,0.0,2456822.6712,0.0025,-0.0033,0.0,0.9261,0.008,-0.4929,0.0,K2,12.450999999999999,0.024,0.0,11.71,0.021,0.0,0.0053055555555555555
2132,K2-19,b,K2-19 b,Transit,0,3,7.9194,5e-05,-5e-05,0.0,0.074,0.0012,-0.0012,0.0,,,,,89.47,0.41,-0.41,0.0,,,,,,0.691,0.035,-0.035,0.0,,,,,1,0,1,11h39m50.47s,174.96031200000002,+00d36m12.9s,0.603575,292.14,5.62,-5.62,0.0,292.14,5.62,-5.62,0.0,13.0,0.01,0.0,12.815,,0.0,5430.0,60.0,-60.0,0.0,0.93,0.05,-0.05,0.0,0.86,0.04,-0.04,0.0,2016-07-07,1,,,,,0.1459167,0.002625,-0.002625,0.0,2456813.3837,0.0003,-0.0003,0.0,0.17,0.12,-0.12,0.0,K2,11.595999999999998,0.024,0.0,11.208,0.021,0.0,0.6035833333333334
2133,K2-19,c,K2-19 c,Transit,0,3,11.90715,0.0015,-0.0015,0.0,0.0971,0.0016,-0.0016,0.0,,,,,87.99,1.42,-1.99,0.0,,,,,,0.434,0.055,-0.039,0.0,,,,,1,0,1,11h39m50.47s,174.96031200000002,+00d36m12.9s,0.603575,292.14,5.62,-5.62,0.0,292.14,5.62,-5.62,0.0,13.0,0.01,0.0,12.815,,0.0,5430.0,60.0,-60.0,0.0,0.93,0.05,-0.05,0.0,0.86,0.04,-0.04,0.0,2016-07-07,1,,,,,0.182125,0.039125,-0.0165,0.0,2456817.2755,0.0051,-0.0051,0.0,0.63,0.2,-0.39,0.0,K2,11.595999999999998,0.024,0.0,11.208,0.021,0.0,0.6035833333333334
2134,K2-10,b,K2-10 b,Transit,0,1,19.3044,0.0012,-0.0012,0.0,,,,,0.31,0.16,-0.18,0.0,,,,,0.08495,0.053489999999999996,-0.050339999999999996,0.0,Mass,0.34299999999999997,0.031,-0.03,0.0,2.6,2.1,-1.6,0.0,0,0,1,11h28m29.27s,172.121964,+01d41m26.3s,1.690636,274.48,3.1,-3.1,0.0,274.48,3.1,-3.1,0.0,12.418,0.02,0.0,12.216,,0.0,5620.0,70.0,-70.0,0.0,0.92,0.05,-0.05,0.0,0.98,0.08,-0.08,0.0,2016-02-11,1,27.0,17.0,-16.0,0.0,,,,,2456819.5814,0.0021,-0.0021,0.0,0.4,0.27,-0.27,0.0,K2,11.059000000000001,0.023,0.0,10.75,0.022000000000000002,0.0,1.6906388888888888
2135,K2-11,b,K2-11 b,Transit,0,1,39.93767,0.23229,-0.23229,0.0,0.2257,0.0143,-0.0143,0.0,,,,,,,,,,,,,,0.674,0.8320000000000001,-0.8320000000000001,0.0,,,,,0,0,1,11h16m10.08s,169.042007,+01d59m12.6s,1.9868400000000002,332.46,2.69,-2.69,0.0,332.46,2.69,-2.69,0.0,13.386,0.09,0.0,13.15,,0.0,5433.0,49.0,-144.0,0.0,1.35,0.04,-0.56,0.0,5.15,0.2,-4.39,0.0,2015-07-16,1,,,,,,,,,2456829.829,0.1156,-0.1156,0.0,,,,,K2,11.865,0.023,0.0,11.458,0.024,0.0,1.9868333333333335
2136,K2-12,b,K2-12 b,Transit,0,1,8.28212,0.0006,-0.0006,0.0,0.0802,0.0021,-0.0021,0.0,,,,,,,,,,,,,,0.20800000000000002,0.052000000000000005,-0.052000000000000005,0.0,,,,,0,0,1,11h32m46.09s,173.192032,+02d14m41.6s,2.244884,329.36,6.23,-6.23,0.0,329.36,6.23,-6.23,0.0,12.258,0.01,0.0,12.088,,0.0,5800.0,53.0,-90.0,0.0,1.01,0.05,-0.06,0.0,1.01,0.27,-0.09,0.0,2015-07-16,1,,,,,,,,,2456815.3734,0.0054,-0.0054,0.0,,,,,K2,10.982999999999999,0.023,0.0,10.712,0.023,0.0,2.244888888888889
2137,K2-13,b,K2-13 b,Transit,0,1,39.91488,0.32477,-0.32477,0.0,0.2114,0.0061,-0.0061,0.0,,,,,,,,,,,,,,0.16899999999999998,0.085,-0.085,0.0,,,,,0,0,1,11h20m37.33s,170.15553300000002,+02d30m09.7s,2.502696,345.76,4.43,-4.43,0.0,345.76,4.43,-4.43,0.0,12.901,0.04,0.0,12.739,,0.0,5698.0,45.0,-82.0,0.0,0.8,0.04,-0.04,0.0,0.78,0.09,-0.05,0.0,2015-07-16,1,,,,,,,,,2456812.525,0.0146,-0.0146,0.0,,,,,K2,11.571,0.026000000000000002,0.0,11.26,0.024,0.0,2.5026944444444443
2138,K2-14,b,K2-14 b,Transit,0,1,8.36802,0.00019,-0.00019,0.0,0.0627,0.0006,-0.0006,0.0,,,,,,,,,,,,,,0.429,0.037000000000000005,-0.037000000000000005,0.0,,,,,0,0,1,11h52m13.69s,178.057022,+02d35m39.3s,2.594245,367.72,8.2,-8.2,0.0,367.72,8.2,-8.2,0.0,16.31,0.07,0.0,15.535,,0.0,3789.0,17.0,-16.0,0.0,0.47,0.01,-0.01,0.0,0.45,0.01,-0.01,0.0,2015-07-16,1,,,,,,,,,2456811.4513,0.0013,-0.0013,0.0,,,,,K2,13.415999999999999,0.027000000000000003,0.0,12.772,0.021,0.0,2.59425
2139,K2-15,b,K2-15 b,Transit,0,1,11.8104,0.00204,-0.00204,0.0,0.091,0.0018,-0.0018,0.0,,,,,,,,,,,,,,0.221,0.027000000000000003,-0.027000000000000003,0.0,,,,,0,0,1,11h52m26.59s,178.110794,+04d15m17.1s,4.254747,501.03,9.26,-9.26,0.0,501.03,9.26,-9.26,0.0,14.663,0.05,0.0,14.424000000000001,,0.0,5131.0,69.0,-65.0,0.0,0.72,0.06,-0.03,0.0,0.68,0.06,-0.03,0.0,2015-07-16,1,,,,,,,,,2456811.8509,0.0076,-0.0076,0.0,,,,,K2,13.067,0.024,0.0,12.555,0.023,0.0,4.25475
2140,K2-16,b,K2-16 b,Transit,0,3,7.6188,0.00087,-0.00087,0.0,0.0667,0.0011,-0.0011,0.0,,,,,87.97,1.47,-1.86,0.0,,,,,,0.18,0.021,-0.021,0.0,,,,,0,0,1,11h40m23.34s,175.09726,+04d33m26.4s,4.55734,338.19,4.23,-4.23,0.0,338.19,4.23,-4.23,0.0,14.67,0.04,0.0,14.323,,0.0,,,,0.0,0.67,0.03,-0.04,0.0,,,,0.0,2016-07-07,1,,,,,0.103625,0.0159167,-0.009375,0.0,2456811.6871,0.0038,-0.0038,0.0,0.68,0.18,-0.43,0.0,K2,12.764000000000001,0.026000000000000002,0.0,12.207,0.027000000000000003,0.0,4.557333333333333
2141,K2-16,c,K2-16 c,Transit,0,3,19.07863,0.00327,-0.00327,0.0,0.1229,0.0021,-0.0021,0.0,,,,,87.83,1.68,-1.68,0.0,,,,,,0.22699999999999998,0.1,-0.042,0.0,,,,,0,0,1,11h40m23.34s,175.09726,+04d33m26.4s,4.55734,338.19,4.23,-4.23,0.0,338.19,4.23,-4.23,0.0,14.67,0.04,0.0,14.323,,0.0,,,,0.0,0.67,0.03,-0.04,0.0,,,,0.0,2016-07-07,1,,,,,0.1607917,0.06833330000000001,-0.030333299999999997,0.0,2456809.48,0.0091,-0.0091,0.0,0.86,0.07,-0.46,0.0,K2,12.764000000000001,0.026000000000000002,0.0,12.207,0.027000000000000003,0.0,4.557333333333333
2142,K2-17,b,K2-17 b,Transit,0,1,17.96753,0.00152,-0.00152,0.0,0.119,0.002,-0.002,0.0,,,,,,,,,,,,,,0.19899999999999998,0.018000000000000002,-0.018000000000000002,0.0,,,,,0,0,1,11h53m19.15s,178.329773,+06d24m44.1s,6.412261,125.56,0.66,-0.66,0.0,125.56,0.66,-0.66,0.0,13.519,0.04,0.0,13.002,,0.0,4320.0,56.0,-47.0,0.0,0.71,0.02,-0.05,0.0,0.66,0.02,-0.03,0.0,2015-07-16,1,,,,,,,,,2456817.9462,0.0035,-0.0035,0.0,,,,,K2,11.075999999999999,0.024,0.0,10.436,0.023,0.0,6.41225
2143,K2-18,b,K2-18 b,Transit,0,2,32.939623,9.5e-05,-0.0001,0.0,0.1429,0.006,-0.0065,0.0,0.2,0.08,-0.08,0.0,,,,0.0,0.028069999999999998,0.00535,-0.00503,0.0,Mass,0.21100000000000002,0.02,-0.02,0.0,4.11,1.72,-1.18,0.0,0,0,1,11h30m14.51s,172.56045500000002,+07d35m18.2s,7.5883910000000006,38.07,0.08,-0.08,0.0,38.07,0.08,-0.08,0.0,13.495999999999999,0.05,0.0,12.415,,0.0,3457.0,39.0,-39.0,0.0,0.36,0.05,-0.05,0.0,0.41,0.04,-0.04,0.0,2019-03-21,1,8.92,1.7,-1.6,0.0,,,,0.0,2457264.3914400004,0.00065,-0.00065,0.0,,,,0.0,K2,9.763,0.027999999999999997,0.0,9.135,0.026000000000000002,0.0,7.588388888888889
2321,GJ 1132,b,GJ 1132 b,Transit,0,2,1.628931,2.7e-05,-2.7e-05,0.0,0.0153,0.0005,-0.0005,0.0,0.22,,,1.0,,,,0.0,0.005220000000000001,0.00072,-0.00072,0.0,Mass,,,,0.0,6.3,1.3,-1.3,0.0,0,0,0,10h14m51.78s,153.71573700000002,-47d09m24.2s,-47.156727000000004,12.62,0.01,-0.01,0.0,12.62,0.01,-0.01,0.0,13.49,0.03,0.0,12.138,,0.0,3270.0,140.0,-140.0,0.0,0.18,0.02,-0.02,0.0,0.21,0.01,-0.01,0.0,2018-06-21,1,1.66,0.23,-0.23,0.0,,,,0.0,,,,0.0,,,,0.0,Cerro Tololo Inter-American Observatory,9.245,0.026000000000000002,0.0,8.666,0.031,0.0,-46.84327777777778
2322,K2-27,b,K2-27 b,Transit,0,1,6.771315,8.5e-05,-8.5e-05,0.0,0.06702000000000001,0.0007099999999999999,-0.0007099999999999999,0.0,0.251,0.088,-0.088,0.0,,,,,0.09722,0.014469999999999998,-0.014469999999999998,0.0,Mass,0.4,0.021,-0.021,0.0,1.87,0.41,-0.41,0.0,0,0,1,11h26m03.64s,171.515167,+01d13m50.7s,1.2307379999999999,251.43,2.48,-2.48,0.0,251.43,2.48,-2.48,0.0,12.64,0.02,0.0,12.453,,0.0,5248.0,60.0,-60.0,0.0,0.87,0.03,-0.02,0.0,0.89,0.04,-0.04,0.0,2017-02-09,1,30.9,4.6,-4.6,0.0,,,,,2456812.8448400004,0.00057,-0.00057,0.0,,,,,K2,11.157,0.024,0.0,10.794,0.028999999999999998,0.0,1.23075
2324,K2-24,b,K2-24 b,Transit,0,2,20.88977,0.00034,-0.00035,0.0,,,,0.0,0.06,0.01,-0.01,0.0,,,,0.0,0.05977999999999999,0.00692,-0.0066099999999999996,0.0,Mass,0.48200000000000004,0.018000000000000002,-0.018000000000000002,0.0,0.64,0.12,-0.1,0.0,1,0,1,16h10m17.69s,242.573715,-24d59m25.2s,-24.990332000000002,171.39,1.35,-1.35,0.0,171.39,1.35,-1.35,0.0,11.07,0.11,0.0,10.907,,0.0,5625.0,60.0,-60.0,0.0,1.07,0.06,-0.06,0.0,1.16,0.04,-0.04,0.0,2018-12-13,1,19.0,2.2,-2.1,0.0,,,,0.0,2456905.8855,0.0055,-0.0053,0.0,,,,0.0,K2,9.635,0.024,0.0,9.294,0.021,0.0,-23.009666666666664
2325,K2-24,c,K2-24 c,Transit,0,2,42.3391,0.0012,-0.0012,0.0,,,,0.0,0.07,,,1.0,,,,0.0,0.04845,0.00598,-0.00566,0.0,Mass,0.669,0.027000000000000003,-0.027000000000000003,0.0,0.2,0.04,-0.03,0.0,1,0,1,16h10m17.69s,242.573715,-24d59m25.2s,-24.990332000000002,171.39,1.35,-1.35,0.0,171.39,1.35,-1.35,0.0,11.07,0.11,0.0,10.907,,0.0,5625.0,60.0,-60.0,0.0,1.07,0.06,-0.06,0.0,1.16,0.04,-0.04,0.0,2018-12-13,1,15.4,1.9,-1.8,0.0,,,,0.0,2456915.4485,0.0078,-0.0079,0.0,,,,0.0,K2,9.635,0.024,0.0,9.294,0.021,0.0,-23.009666666666664
2570,WASP-32,b,WASP-32 b,Transit,0,1,2.71866,2e-06,-2e-06,0.0,,,,0.0,0.0,,,0.0,85.1,0.2,-0.2,0.0,2.63,0.82,-0.82,0.0,Mass,0.96,0.15,-0.15,0.0,,,,0.0,0,0,0,00h15m50.80s,3.961682,+01d12m01.6s,1.200451,278.17,3.33,-3.33,0.0,278.17,3.33,-3.33,0.0,11.3,,0.0,11.409,,0.0,6140.0,95.0,-95.0,0.0,0.72,0.34,-0.34,0.0,0.95,0.15,-0.15,0.0,2018-04-26,1,835.8929,260.6206,-260.6206,0.0,,,,0.0,,,,0.0,,,,0.0,SuperWASP,10.503,0.022000000000000002,0.0,10.248,0.027999999999999997,0.0,1.2004444444444444
2572,WASP-34,b,WASP-34 b,Transit,0,1,4.31768,5e-06,-5e-06,0.0,,,,0.0,0.04,0.01,-0.01,0.0,85.2,0.2,-0.2,0.0,0.56,0.17,-0.17,0.0,Mass,1.0,0.08,-0.08,0.0,,,,0.0,0,0,0,11h01m35.89s,165.399561,-23d51m38.3s,-23.860636,132.59,0.85,-0.85,0.0,132.59,0.85,-0.85,0.0,10.4,,0.0,10.205,,0.0,5700.0,100.0,-100.0,0.0,0.96,0.45,-0.45,0.0,0.91,0.08,-0.08,0.0,2018-04-26,1,177.9848,54.0311,-54.0311,0.0,,,,0.0,,,,0.0,,,,0.0,SuperWASP,9.172,0.025,0.0,8.842,0.042,0.0,-22.13936111111111
2573,WASP-35,b,WASP-35 b,Transit,0,1,3.16158,2e-06,-2e-06,0.0,,,,0.0,0.0,,,0.0,87.96,0.28,-0.28,0.0,0.71,0.1,-0.1,0.0,Mass,1.3,0.07,-0.07,0.0,,,,0.0,0,0,0,05h04m19.63s,76.08178199999999,-06d13m47.4s,-6.229821,203.39,1.69,-1.69,0.0,203.39,1.69,-1.69,0.0,11.01,0.09,0.0,10.853,,0.0,5990.0,80.0,-80.0,0.0,1.05,0.19,-0.19,0.0,1.08,0.06,-0.06,0.0,2018-04-26,1,225.6593,31.783,-31.783,0.0,,,,0.0,,,,0.0,,,,0.0,SuperWASP,9.887,0.03,0.0,9.597999999999999,0.023,0.0,-5.770166666666666
2574,WASP-36,b,WASP-36 b,Transit,0,1,1.53736596,2.4e-07,-2.4e-07,0.0,0.02677,0.00028,-0.00028,0.0,,,,,83.15,0.13,-0.13,0.0,2.361,0.07,-0.07,0.0,Mass,1.327,0.021,-0.021,0.0,1.26,0.06,-0.06,0.0,0,0,0,08h46m19.30s,131.580405,-08d01m37.0s,-8.026946,390.64,5.27,-5.27,0.0,390.64,5.27,-5.27,0.0,,,,12.628,,0.0,5959.0,134.0,-134.0,0.0,1.08,0.03,-0.03,0.0,0.98,0.01,-0.01,0.0,2016-04-07,1,750.39663,22.2481,-22.2481,0.0,,,,,2455569.8377099996,0.00045999999999999996,-0.00045999999999999996,0.0,,,,,SuperWASP,11.609000000000002,0.027999999999999997,0.0,11.353,0.027000000000000003,0.0,-7.973055555555556
2575,WASP-37,b,WASP-37 b,Transit,0,1,3.577469,1.1e-05,-1.1e-05,0.0,0.0446,0.0019,-0.0019,0.0,0.0,,,0.0,88.82,0.77,-0.86,0.0,1.8,0.17,-0.17,0.0,Mass,1.16,0.07,-0.06,0.0,1.53,0.16,-0.2,0.0,0,0,0,14h47m46.56s,221.94398700000002,+01d03m53.9s,1.064966,343.0,36.0,-36.0,0.0,397.09,7.78,-7.78,0.0,12.704,0.149,0.0,12.542,,0.0,5800.0,150.0,,0.0,0.93,0.12,,0.0,1.0,0.05,,0.0,2014-05-14,1,572.07,54.029,-54.029,0.0,0.1304,0.0018,-0.0017,0.0,2455338.6188,0.0006,-0.0006,0.0,,,,,SuperWASP,11.499,0.022000000000000002,0.0,11.181,0.026000000000000002,0.0,1.0649722222222222
2577,WASP-39,b,WASP-39 b,Transit,0,1,4.055259,9e-06,-9e-06,0.0,0.0486,0.0005,-0.0005,0.0,0.0,,,0.0,87.83,0.25,-0.22,0.0,0.28,0.03,-0.03,0.0,Mass,1.27,0.04,-0.04,0.0,0.186,0.027,-0.027,0.0,0,0,0,14h29m18.41s,217.326702,-03d26m40.3s,-3.4445339999999995,230.0,80.0,-80.0,0.0,215.29,1.75,-1.75,0.0,12.11,0.13,0.0,11.887,,0.0,5400.0,150.0,,0.0,0.93,0.03,,0.0,0.9,0.02,,0.0,2014-05-14,1,88.989,9.535,-9.535,0.0,0.1168,0.0008,-0.0008,0.0,2455342.9688,0.0002,-0.0002,0.0,,,,,SuperWASP,10.663,0.024,0.0,10.307,0.023,0.0,-2.555472222222222
2578,WASP-41,b,WASP-41 b,Transit,0,2,3.0524,1e-06,-1e-06,0.0,,,,0.0,0.0,,,0.0,89.4,0.3,-0.3,0.0,0.85,0.11,-0.11,0.0,Mass,1.1,0.05,-0.05,0.0,,,,0.0,0,0,0,12h42m28.50s,190.618736,-30d38m23.5s,-30.639870000000002,164.14,1.06,-1.06,0.0,164.14,1.06,-1.06,0.0,11.6,,0.0,11.282,,0.0,5545.0,33.0,-33.0,0.0,0.81,0.15,-0.15,0.0,0.83,0.04,-0.04,0.0,2018-04-26,1,270.1555,34.9613,-34.9613,0.0,,,,0.0,,,,0.0,,,,0.0,SuperWASP,10.096,0.024,0.0,9.752,0.024,0.0,-29.36013888888889
2579,WASP-42,b,WASP-42 b,Transit,0,1,4.9816819,1.1e-06,-1.1e-06,0.0,0.0561,0.0012,-0.0012,0.0,,,,,88.0,0.17,-0.17,0.0,0.527,0.028,-0.028,0.0,Mass,1.122,0.039,-0.039,0.0,0.464,0.04,-0.04,0.0,0,0,0,12h51m55.57s,192.98154499999998,-42d04m25.0s,-42.073608,178.19,1.31,-1.31,0.0,178.19,1.31,-1.31,0.0,12.57,,0.0,11.969000000000001,,0.0,5315.0,79.0,-79.0,0.0,0.95,0.06,-0.06,0.0,0.89,0.03,-0.03,0.0,2016-02-25,1,167.49641,8.899239999999999,-8.899239999999999,0.0,,,,,2455650.56728,0.00015,-0.00015,0.0,,,,,SuperWASP,10.542,0.025,0.0,10.103,0.022000000000000002,0.0,-41.92638888888889
2580,WASP-43,b,WASP-43 b,Transit,0,1,0.813475,1e-06,-1e-06,0.0,0.0142,0.0004,-0.0004,0.0,0.0,,,0.0,82.6,1.3,-0.9,0.0,1.78,0.1,-0.1,0.0,Mass,0.93,0.07,-0.09,0.0,2.939,0.971,-0.545,0.0,1,0,0,10h19m38.01s,154.90837199999999,-09d48m22.6s,-9.806275999999999,80.0,20.0,-20.0,0.0,86.96,0.33,-0.33,0.0,12.4,,0.0,11.907,,0.0,4400.0,200.0,,0.0,0.58,0.05,,0.0,0.6,0.04,,0.0,2014-05-14,1,565.714,31.782,-31.782,0.0,0.0483,0.0011,-0.0011,0.0,2455528.86774,0.00014,-0.00014,0.0,,,,,SuperWASP,9.995,0.024,0.0,9.397,0.025,0.0,-8.193722222222222
2581,WASP-44,b,WASP-44 b,Transit,0,1,2.423804,8e-06,-8e-06,0.0,0.03453,0.00065,-0.00065,0.0,,,,0.0,86.21,0.68,-0.64,0.0,0.87,0.063,-0.062,0.0,Mass,1.1,0.081,-0.076,0.0,0.811,0.188,-0.155,0.0,0,0,0,00h15m36.76s,3.903165,-11d56m17.2s,-11.938115,368.31,5.65,-5.65,0.0,368.31,5.65,-5.65,0.0,12.9,,0.0,12.895999999999999,,0.0,5420.0,100.0,-100.0,0.0,0.94,0.05,-0.05,0.0,0.91,0.05,-0.05,0.0,2019-09-26,1,276.5121,20.02329,-19.705460000000002,0.0,0.0932,0.002,-0.0019,0.0,2458338.102384,0.000364,-0.00037400000000000004,0.0,0.541,0.061,-0.074,0.0,SuperWASP,11.702,0.023,0.0,11.408,0.025,0.0,-10.06188888888889
2582,WASP-45,b,WASP-45 b,Transit,0,1,3.126089,3e-06,-3e-06,0.0,0.03963,0.00114,-0.00112,0.0,,,,0.0,85.02,0.2,-0.22,0.0,0.964,0.058,-0.056,0.0,Mass,0.946,0.057999999999999996,-0.051,0.0,1.418,0.207,-0.207,0.0,0,0,0,00h20m57.00s,5.237497,-35d59m53.7s,-35.998259999999995,212.48,1.76,-1.76,0.0,212.48,1.76,-1.76,0.0,12.0,,0.0,12.049000000000001,,0.0,5150.0,200.0,-200.0,0.0,0.85,0.08,-0.07,0.0,0.85,0.04,-0.04,0.0,2019-09-26,1,306.38812,18.43414,-17.798479999999998,0.0,0.0701,0.0013,-0.0013,0.0,2458339.1430389998,0.000312,-0.00031,0.0,0.866,0.013,-0.012,0.0,SuperWASP,10.753,0.024,0.0,10.365,0.026000000000000002,0.0,-34.00175
2583,WASP-46,b,WASP-46 b,Transit,0,1,1.43036763,9.3e-07,-9.3e-07,0.0,0.02335,0.00072,-0.00072,0.0,,,,,82.8,0.17,-0.17,0.0,1.91,0.13,-0.13,0.0,Mass,1.1740000000000002,0.037000000000000005,-0.037000000000000005,0.0,1.467,0.069,-0.069,0.0,0,0,0,21h14m56.88s,318.736981,-55d52m18.4s,-55.87178,379.36,4.47,-4.47,0.0,379.36,4.47,-4.47,0.0,12.9,,0.0,12.852,,0.0,5600.0,,,0.0,0.83,0.08,-0.08,0.0,0.86,0.03,-0.03,0.0,2015-12-03,1,607.0553,41.3179,-41.3179,0.0,,,,,2455392.31659,0.00058,-0.00058,0.0,,,,,SuperWASP,11.753,0.023,0.0,11.465,0.025,0.0,-54.12822222222222
2584,WASP-47,b,WASP-47 b,Transit,0,4,4.1591289,4.2e-06,-4.2e-06,0.0,,,,0.0,,,,0.0,88.98,0.2,-0.2,0.0,1.1424299999999998,0.022969999999999997,-0.022969999999999997,0.0,Mass,1.127,0.013000000000000001,-0.013000000000000001,0.0,0.993,0.021,-0.021,0.0,1,0,1,22h04m48.73s,331.203047,-12d01m08.0s,-12.018885000000001,266.69,4.83,-4.83,0.0,266.69,4.83,-4.83,0.0,11.9,,0.0,11.789000000000001,,0.0,5552.0,75.0,-75.0,0.0,1.04,0.03,-0.03,0.0,1.14,0.01,-0.01,0.0,2018-06-21,1,363.1,7.3,-7.3,0.0,0.14884170000000002,0.000125,-0.000125,0.0,2457007.932132,2.1e-05,-2.1e-05,0.0,0.173,0.032,-0.032,0.0,SuperWASP,10.613,0.022000000000000002,0.0,10.31,0.021,0.0,-11.98111111111111
