Name,obs_time,Primary eclipse observable?,Transit Length,Number of exposures possible,S/N median,Minimum S/N,Maximum S/N,Minimum Exposure Time,Maximum Exposure Time
L 98-59 b,2021-04-26 00:20:11.328019,True,1.02 h,50,90.39391184365141,0.0,147.32420094603856,73.33333333333334,73.33333333333334
L 98-59 b,2021-02-15 04:00:01.152019,True,1.02 h,50,90.82903151502953,0.0,147.35541445878548,73.33333333333334,73.33333333333334
L 98-59 b,2020-11-28 07:21:45.792019,True,1.02 h,50,90.93993987384812,0.0,147.36588647455252,73.33333333333334,73.33333333333334
L 98-59 b,2021-01-28 03:23:50.784019,True,1.02 h,50,90.94349530219304,0.0,147.366190843891,73.33333333333334,73.33333333333334
L 98-59 b,2020-12-07 07:39:50.976019,True,1.02 h,50,90.98528074390144,0.0,147.3687211278207,73.33333333333334,73.33333333333334
L 98-59 b,2021-01-19 03:05:45.600019,True,1.02 h,47,90.73361756915449,0.0,147.34831679090576,73.33333333333334,76.66666666666667
L 98-59 b,2021-03-05 04:36:11.520019,True,1.02 h,47,91.95397338992876,0.0,150.62548748624465,73.33333333333334,76.66666666666667
L 98-59 b,2021-01-10 02:47:40.416019,True,1.02 h,47,92.3805705058447,0.0,150.6631979277899,76.66666666666667,76.66666666666667
L 98-59 b,2021-05-05 00:38:16.512019,True,1.02 h,47,91.91952145990504,0.0,150.6231423800896,73.33333333333334,76.66666666666667
L 98-59 b,2020-11-19 07:03:40.608019,True,1.02 h,47,90.72234075296369,0.0,147.34743361472746,73.33333333333334,76.66666666666667
L 98-59 b,2020-11-10 06:45:35.424019,True,1.02 h,47,92.36340216985532,0.0,150.66160942727652,76.66666666666667,76.66666666666667
L 98-59 d,2021-03-13 03:27:33.695984,True,0.9100007999999999 h,44,92.41453347545502,0.0,150.66581947302717,73.33333333333334,73.33333333333334
WASP-131 b,2021-03-09 07:14:34.556780,True,3.8304 h,44,92.60738148923451,0.0,153.0583261444866,310.0,310.0
L 98-59 d,2021-03-28 01:06:02.303984,True,0.9100007999999999 h,44,90.88704283573921,0.0,147.36096370530737,73.33333333333334,73.33333333333334
K2-3 d,2021-04-17 01:54:07.792014,True,4.3249992 h,44,92.52408828038247,0.0,150.1344637748784,350.0,350.0
L 98-59 d,2020-12-06 06:47:27.743984,True,0.9100007999999999 h,44,90.92137861744351,0.0,147.36457183998573,73.33333333333334,73.33333333333334
WASP-131 b,2021-05-12 03:59:08.003180,True,3.8304 h,44,91.65525556990558,0.0,152.93881617690994,310.0,310.0
WASP-131 b,2021-04-10 05:36:51.279980,True,3.8304 h,44,92.26396635657615,0.0,153.00801610005595,310.0,310.0
WASP-131 b,2021-03-25 06:25:42.918380,True,3.8304 h,44,92.43907316041363,0.0,153.0352778969191,310.0,310.0
GJ 9827 b,2020-09-11 06:23:38.128659,True,1.2648 h,43,92.25663622549865,0.0,151.9689461629211,105.41666666666666,105.41666666666666
GJ 9827 b,2020-09-16 02:27:22.273299,True,1.2648 h,43,93.37614319771293,0.0,152.11590535938578,105.41666666666666,105.41666666666666
GJ 9827 b,2020-09-22 03:32:02.454099,True,1.2648 h,43,93.90213026512663,0.0,152.18426907747923,105.41666666666666,105.41666666666666
GJ 9827 b,2020-08-30 04:14:17.767059,True,1.2648 h,43,93.80016616929464,0.0,152.16731922488353,105.41666666666666,105.41666666666666
GJ 9827 b,2020-10-09 01:45:06.960339,True,1.2648 h,43,93.84735996689876,0.0,152.17340797332778,105.41666666666666,105.41666666666666
GJ 9827 b,2020-10-15 02:49:47.141139,True,1.2648 h,43,93.70532434399496,0.0,152.15548524990922,105.41666666666666,105.41666666666666
GJ 9827 b,2020-08-25 08:10:33.622419,True,1.2648 h,43,91.39397338317198,0.0,151.78450781011995,105.41666666666666,105.41666666666666
GJ 9827 b,2020-11-01 01:02:51.647379,True,1.2648 h,43,93.89198808652918,0.0,152.1826409176025,105.41666666666666,105.41666666666666
GJ 9827 b,2020-11-07 02:07:31.828179,True,1.2648 h,43,92.95343024710508,0.0,152.07414802678994,105.41666666666666,105.41666666666666
GJ 9827 b,2020-11-13 03:12:12.008979,True,1.2648 h,43,90.80345677872161,0.0,151.6791223501065,105.41666666666666,105.41666666666666
GJ 9827 b,2020-11-30 01:25:16.515219,True,1.2648 h,43,91.9226000017147,0.0,151.90522502819022,105.41666666666666,105.41666666666666
GJ 9827 b,2020-10-21 03:54:27.321939,True,1.2648 h,43,92.03680045093027,0.0,151.93869207817085,105.41666666666666,105.41666666666666
WASP-127 b,2021-03-14 03:15:11.902396,True,4.308 h,43,92.85260335326768,0.0,153.71636889604184,360.0,360.0
GJ 9827 b,2020-08-19 07:05:53.441619,True,1.2648 h,43,93.30396112582581,0.0,152.10827458403725,105.41666666666666,105.41666666666666
GJ 9827 b,2020-08-02 08:52:48.935379,True,1.2648 h,43,92.43782105956211,0.0,151.99628926529533,105.41666666666666,105.41666666666666
GJ 9827 b,2020-06-28 07:25:43.886739,True,1.2648 h,43,93.07338255635665,0.0,152.0837929079275,105.41666666666666,105.41666666666666
GJ 9827 b,2020-07-04 08:30:24.067539,True,1.2648 h,43,93.89694203609793,0.0,152.18366974422148,105.41666666666666,105.41666666666666
GJ 9827 b,2020-07-21 06:43:28.573779,True,1.2648 h,43,93.74793751401234,0.0,152.15991896664906,105.41666666666666,105.41666666666666
