,hostname,pl_letter,pl_name,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,ra,dec,pl_orbincl,pl_orbeccen,pl_orbpererr1,pl_orbpererr2,sy_vmag,sy_hmag,sy_jmag,sy_kmag,st_teff,st_rad,st_mass,pl_eqt,pl_trandep,pl_trandur,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2
2217,HD 34445,c,HD 34445 c,214.67,0.7181,0.752,0.168,79.4207483,7.352715600000001,,0.036,0.45,-0.45,7.31,5.848,6.122,5.79,5836.0,1.38,1.07,,,,,,
2218,HD 34445,d,HD 34445 d,117.87,0.4817,0.542,0.097,79.4207483,7.352715600000001,,0.027,0.18,-0.18,7.31,5.848,6.122,5.79,5836.0,1.38,1.07,,,,,,
2219,HD 34445,e,HD 34445 e,49.175,0.2687,0.38,0.0529,79.4207483,7.352715600000001,,0.09,0.045,-0.045,7.31,5.848,6.122,5.79,5836.0,1.38,1.07,,,,,,
2220,HD 34445,f,HD 34445 f,676.8,1.543,0.613,0.119,79.4207483,7.352715600000001,,0.031,7.9,-7.9,7.31,5.848,6.122,5.79,5836.0,1.38,1.07,,,,,,
2221,HD 34445,g,HD 34445 g,5700.0,6.36,1.21,0.38,79.4207483,7.352715600000001,,0.032,1500.0,-1500.0,7.31,5.848,6.122,5.79,5836.0,1.38,1.07,,,,,,
2223,GJ 9827,b,GJ 9827 b,1.2089819,0.0188,0.141,0.01545,351.7717763,-1.2853435,86.07,0.0,6.93e-06,-7.14e-06,10.37,7.379,7.984,7.193,4340.0,0.6,0.61,1043.5,0.0586,1.2648,2457738.8258599997,0.00026000000000000003,-0.00026000000000000003
4129,K2-24,c,K2-24 c,42.3391,0.247,0.669,0.04845,242.5734559,-24.9906029,89.76,0.07,0.0012,-0.0012,11.275,9.294,9.635,9.18,5625.0,1.16,1.07,560.0,0.4372,6.498,2456915.4485,0.0078,-0.0079
4130,K2-24,b,K2-24 b,20.88977,0.154,0.48200000000000004,0.05977999999999999,242.5734559,-24.9906029,89.25,0.06,0.00034,-0.00035,11.275,9.294,9.635,9.18,5625.0,1.16,1.07,709.0,0.2213,5.49792,2456905.8855,0.0055,-0.0053
4145,K2-167,b,K2-167 b,9.977481,,0.252,0.0262,336.5761233,-18.011665,88.604,,0.001039,-0.001007,8.24,6.974,7.202,6.887,5908.0,1.83,1.02,,0.0275,3.27,2456979.93678,0.002518,-0.002443
4152,K2-265,b,K2-265 b,2.369172,0.033760000000000005,0.153,0.02058,342.0316493,-14.494778899999998,87.7,0.084,8.9e-05,-8.9e-05,11.187,9.312,9.726,9.259,5477.0,0.98,0.92,,0.031939999999999996,2.266,2456981.6431,0.0016,-0.0016
4171,K2-116,b,K2-116 b,4.655411,0.048,0.062,0.00081,336.1523363,-11.5793181,89.09,0.06,0.000486,-0.000473,10.8,8.020000999999999,8.597,7.875,4348.35,0.67,0.69,,0.0129,1.89,2456979.948,0.004,-0.004
4174,K2-65,b,K2-65 b,12.6475,0.1014,0.141,0.00982,333.2125206,-10.9261373,89.148,,0.0013,-0.0013,10.71,8.457,8.967,8.344,5213.0,0.84,0.87,,0.0391,3.43,2456986.3303,0.0031,-0.0031
4185,K2-39,b,K2-39 b,4.60543,0.05708,0.56,0.09,338.36820950000003,-9.0229405,80.39,0.0,0.00046,-0.00046,10.831,8.594,9.082,8.516,4881.0,2.97,0.66,1670.0,0.037,8.184,2456980.8236,0.0039,-0.0039
4255,K2-277,b,K2-277 b,6.326763,0.0675,0.185,0.0155,202.0161895,-15.9379749,88.686,,0.000355,-0.000361,10.364,8.748,9.081,8.687,5741.0,0.97,1.02,958.0,0.045,1.944,2457221.22958,0.00221,-0.00217
4260,K2-190,b,K2-190 b,10.098858,,0.121,0.00758,205.36304850000002,-13.160868599999999,88.35700000000001,,0.000619,-0.000643,11.138,9.447,9.834,9.41,5631.0,0.91,0.9,,0.00731,4.224,2457224.76792,0.0026030000000000003,-0.0025960000000000002
4278,K2-198,c,K2-198 c,3.3596055,,0.127,0.00822,198.8436817,-6.4649887999999995,86.494,,4e-06,-2.1e-06,10.971,9.313,9.741,9.228,5212.9,0.76,0.8,1229.9,0.018,1.42008,2457215.032,0.0019,-0.0017
4279,K2-198,d,K2-198 d,7.4500177,,0.218,0.0205,198.8436817,-6.4649887999999995,89.86,,5.2e-06,-2.6e-06,10.971,9.313,9.741,9.228,5212.9,0.76,0.8,943.2,0.1082,3.0024,2457213.5759,0.001,-0.001
4280,K2-198,b,K2-198 b,17.0428683,,0.374,0.0514,198.8436817,-6.4649887999999995,88.904,,7.1e-06,-3.5e-06,10.971,9.313,9.741,9.228,5212.9,0.76,0.8,715.8,0.2737,2.9592,2457204.5687,0.00014,-0.00014
