Name,obs_time,Primary eclipse observable?,Transit Length,Effective Temperature,J-magnitude,Number of exposures possible,S/N median,Minimum S/N,Maximum S/N,Minimum Exposure Time,Maximum Exposure Time,rank
TOI-270 b,2020-12-30 04:08:29.184016,True,1.3870008 h,3386.0 K,9.099,21,90.75943557587073,0.0,156.33592570258094,230,230,3528.0
TOI-270 b,2021-02-05 03:12:09.216016,True,1.3870008 h,3386.0 K,9.099,21,90.75943557587073,0.0,156.33592570258094,230,230,3528.0
TOI-270 b,2020-09-10 06:57:29.088016,True,1.3870008 h,3386.0 K,9.099,21,90.75943557587073,0.0,156.33592570258094,230,230,3528.0
TOI-270 b,2020-10-17 06:01:09.120016,True,1.3870008 h,3386.0 K,9.099,21,90.75943557587073,0.0,156.33592570258094,230,230,3528.0
TOI-270 b,2020-11-13 03:09:16.416016,True,1.3870008 h,3386.0 K,9.099,21,90.75943557587073,0.0,156.33592570258094,230,230,3528.0
TOI-270 b,2020-11-23 05:04:49.152016,True,1.3870008 h,3386.0 K,9.099,21,90.75943557587073,0.0,156.33592570258094,230,230,3528.0
TOI-270 b,2020-12-03 07:00:21.888016,True,1.3870008 h,3386.0 K,9.099,21,90.75943557587073,0.0,156.33592570258094,230,230,3528.0
TOI-270 b,2020-12-20 02:12:56.448016,True,1.3870008 h,3386.0 K,9.099,21,90.75943557587073,0.0,156.33592570258094,230,230,3528.0
K2-233 d,2021-05-11 05:18:23.039992,True,3.8080008 h,4950.0 K,8.968,59,90.75943557587073,0.0,156.33592570258094,230,230,3481.0
WASP-130 b,2021-04-19 05:55:31.024019,True,3.7199999999999998 h,5625.0 K,9.896,58,90.75943557587073,0.0,156.33592570258094,230,230,3364.0
K2-3 c,2021-05-16 01:34:44.848007,True,3.633 h,3896.0 K,9.421,56,90.75943557587073,0.0,156.33592570258094,230,230,3136.0
LTT 1445 A b,2020-10-08 06:58:21.791988,True,1.3776 h,3337.0 K,7.294,21,90.75943557587073,0.0,156.33592570258094,230,230,2646.0
LTT 1445 A b,2020-11-04 02:01:52.031988,True,1.3776 h,3337.0 K,7.294,21,90.75943557587073,0.0,156.33592570258094,230,230,2646.0
LTT 1445 A b,2020-12-06 05:42:04.319988,True,1.3776 h,3337.0 K,7.294,21,90.75943557587073,0.0,156.33592570258094,230,230,2646.0
LTT 1445 A b,2021-01-18 02:35:40.703988,True,1.3776 h,3337.0 K,7.294,21,90.75943557587073,0.0,156.33592570258094,230,230,2646.0
LTT 1445 A b,2020-09-22 05:08:15.647988,True,1.3776 h,3337.0 K,7.294,21,90.75943557587073,0.0,156.33592570258094,230,230,2646.0
LTT 1445 A b,2020-11-20 03:51:58.175988,True,1.3776 h,3337.0 K,7.294,21,90.75943557587073,0.0,156.33592570258094,230,230,2646.0
GJ 143 b,2020-10-11 06:54:56.159997,True,3.2299992 h,4640.0 K,6.081,50,90.75943557587073,0.0,156.33592570258094,230,230,2500.0
K2-266 c,2021-05-03 01:01:55.200006,True,2.2560000000000002 h,4285.0 K,9.611,35,90.75943557587073,0.0,156.33592570258094,230,230,2450.0
K2-266 c,2021-03-17 03:48:57.600006,True,2.2560000000000002 h,4285.0 K,9.611,35,90.75943557587073,0.0,156.33592570258094,230,230,2450.0
TOI-270 d,2020-10-18 06:23:54.239981,True,2.1479999999999997 h,3386.0 K,9.099,33,90.75943557587073,0.0,156.33592570258094,230,230,2178.0
TOI-270 d,2020-12-14 04:00:54.719981,True,2.1479999999999997 h,3386.0 K,9.099,33,90.75943557587073,0.0,156.33592570258094,230,230,2178.0
WASP-84 b,2021-01-15 05:28:15.199981,True,2.74848 h,5314.0 K,9.346,43,90.75943557587073,0.0,156.33592570258094,230,230,1849.0
K2-3 b,2021-02-21 05:06:29.103988,True,2.7259992 h,3896.0 K,9.421,42,90.75943557587073,0.0,156.33592570258094,230,230,1764.0
HD 21749 c,2020-11-20 02:11:44.735988,True,2.5150008 h,4640.0 K,6.081,39,90.75943557587073,0.0,156.33592570258094,230,230,1521.0
WASP-156 b,2020-11-20 04:43:42.675195,True,2.4100007999999997 h,4910.0 K,9.906,37,90.75943557587073,0.0,156.33592570258094,230,230,1369.0
TOI-270 c,2020-11-17 02:33:05.183992,True,1.6579992 h,3386.0 K,9.099,25,90.75943557587073,0.0,156.33592570258094,230,230,1250.0
TOI-270 c,2020-12-04 02:05:01.766392,True,1.6579992 h,3386.0 K,9.099,25,90.75943557587073,0.0,156.33592570258094,230,230,1250.0
,time,airmass,moon sep,moon phase,az,alt
Eclipse Begin : KELT-10 b,2020-06-20 02:59:50.146232,1.301178893951,144.52022682275765,13.84880418545776,134.93295288085938,50.222408294677734
Eclipse Mid,2020-06-20 04:52:09.346232,1.1014054822932489,145.48211696395202,12.549619467755157,157.7753448486328,65.22095489501953
Eclipse End,2020-06-20 06:44:28.546232,1.1055363426584635,146.45127381386527,11.283531954480152,203.99684143066406,64.76117706298828
Eclipse Begin : KELT-10 b,2020-07-15 02:56:26.535992,1.117071838446863,120.815742399242,65.91341044712382,152.0903778076172,63.533817291259766
Eclipse Mid,2020-07-15 04:48:45.735992,1.0931407830824023,121.86022492338058,64.8136988432226,197.67576599121094,66.17666625976562
Eclipse End,2020-07-15 06:41:04.935992,1.2658553630059197,122.80449738615029,63.86751489818498,223.86325073242188,52.18361282348633
Eclipse Begin : KELT-10 b,2020-08-09 02:53:02.925752,1.0851808918587258,95.90185849721037,117.14078082306297,190.56114196777344,67.14715576171875
Eclipse Mid,2020-08-09 04:45:22.125752,1.2225374810042033,96.70332205057049,116.37946951228474,221.7392578125,54.882179260253906
Eclipse End,2020-08-09 06:37:41.325752,1.6865090180457516,97.39112792942784,115.7735792015325,228.6107635498047,36.36597442626953
Eclipse Begin : KELT-10 b,2021-06-09 06:11:45.667832,1.0835041962286698,138.10148443079146,12.54541484963468,171.8679962158203,67.35845947265625
Eclipse Mid,2021-06-09 08:04:04.867832,1.1453183218068752,139.1166257600007,11.434053435542408,214.04879760742188,60.823219299316406
Eclipse End,2021-06-09 09:56:24.067832,1.4518922303278388,140.04657454155662,10.47424948956698,227.6450653076172,43.53174591064453
Eclipse Begin : KELT-14 b,2020-10-22 06:15:04.768000,1.4795536095107948,113.34708425986877,73.52748189104464,125.93374633789062,42.52248764038086
Eclipse Mid,2020-10-22 07:20:43.312000,1.2294368166202225,113.46894194982183,74.28371474519855,129.4305877685547,54.427547454833984
Eclipse End,2020-10-22 08:26:21.856000,1.102188294064385,113.56317644863478,75.07273748143879,140.9209747314453,65.13294982910156
Eclipse Begin : KELT-14 b,2020-11-03 05:32:26.999680,1.4564779493976108,73.933731657835,151.24444104347242,126.02584838867188,43.3606071472168
Eclipse Mid,2020-11-03 06:38:05.543680,1.2174399428039542,73.90413978599072,150.97369068144175,129.8946075439453,55.22475814819336
Eclipse End,2020-11-03 07:43:44.087680,1.096549287457064,73.85115304288104,150.7021798485385,142.2238311767578,65.77647399902344
Eclipse Begin : KELT-14 b,2020-11-15 04:49:49.231360,1.434438485243048,101.84877838028201,3.0430167559926895,126.13652038574219,44.19774627685547
Eclipse Mid,2020-11-15 05:55:27.775360,1.2059850919968733,102.2320008047276,3.0901605277767943,130.39703369140625,56.01640319824219
Eclipse End,2020-11-15 07:01:06.319360,1.0912651635341575,102.58190025081527,3.34647457671947,143.61422729492188,66.40068817138672
Eclipse Begin : KELT-14 b,2020-11-27 04:07:11.463040,1.4133812128094223,87.80379117496788,144.47750438897623,126.26655578613281,45.03375244140625
Eclipse Mid,2020-11-27 05:12:50.007040,1.1950521321534824,87.71633311153093,144.7951750019106,130.940185546875,56.80201721191406
Eclipse End,2020-11-27 06:18:28.551040,1.0863282631909108,87.5900897906661,145.1510323796491,145.0962371826172,67.00399017333984
Eclipse Begin : KELT-14 b,2020-12-09 03:24:33.694720,1.3932568099549563,82.80565718767346,75.0633821901333,126.41678619384766,45.868431091308594
Eclipse Mid,2020-12-09 04:30:12.238720,1.18462256184889,83.13862602768143,74.37087607275701,131.5264434814453,57.581058502197266
Eclipse End,2020-12-09 05:35:50.782720,1.0817316197685127,83.42678628965542,73.73496188433452,146.67367553710938,67.5846176147461
Eclipse Begin : KELT-14 b,2020-12-21 02:41:55.926400,1.3740197551757265,102.99443600825747,79.67382972996238,126.5881118774414,46.70157241821289
Eclipse Mid,2020-12-21 03:47:34.470400,1.1746792838470257,102.87073628101231,80.14807636871559,132.15843200683594,58.35293197631836
Eclipse End,2020-12-21 04:53:13.014400,1.0774689892408682,102.70150641835264,80.68081967642357,148.34996032714844,68.14070129394531
Eclipse Begin : KELT-14 b,2020-12-26 05:49:22.597120,1.051887323010006,80.20833041816871,135.6391553038077,188.7198486328125,71.92887115478516
Eclipse Mid,2020-12-26 06:55:01.141120,1.097523634237753,80.01896173553226,136.04682593504018,217.9999542236328,65.66366577148438
Eclipse End,2020-12-26 08:00:39.685120,1.2194977436337,79.7863022903391,136.51359105062502,230.18130493164062,55.08576583862305
Eclipse Begin : KELT-14 b,2021-01-02 01:59:18.158080,1.355627096854138,69.91789592920544,143.868342581409,126.78148651123047,47.5329704284668
Eclipse Mid,2021-01-02 03:04:56.702080,1.1652058218517667,70.06691941115812,143.39876672905243,132.83888244628906,59.117027282714844
Eclipse End,2021-01-02 04:10:35.246080,1.0735342909999244,70.18068107957326,142.98652147747123,150.1279296875,68.67027282714844
Eclipse Begin : KELT-14 b,2021-01-07 05:06:44.828800,1.0529835391299198,92.76168164562993,78.69304953244483,191.35708618164062,71.7469482421875
Eclipse Mid,2021-01-07 06:12:23.372800,1.103241107381246,92.98305165850135,78.09493706799579,219.28689575195312,65.01524353027344
Eclipse End,2021-01-07 07:18:01.916800,1.2316137737513233,93.15431521127964,77.5594009316813,230.6370849609375,54.286190032958984
Eclipse Begin : KELT-14 b,2021-01-14 01:16:40.389760,1.3380395490662274,113.13212165926628,10.591601040155,126.99788665771484,48.36238479614258
Eclipse Mid,2021-01-14 02:22:18.933760,1.1561871162482744,113.11860358051364,11.288064189951722,133.57069396972656,59.87264633178711
Eclipse End,2021-01-14 03:27:57.477760,1.0699221235706176,113.06923195388457,12.036518356746036,152.0096893310547,69.1712646484375
Eclipse Begin : KELT-14 b,2021-01-19 04:24:07.060480,1.0543769459956271,95.65109121769999,70.95532825545142,193.92979431152344,71.51874542236328
Eclipse Mid,2021-01-19 05:29:45.604480,1.1093250764826619,95.3781827898092,71.53347199506247,220.4919891357422,64.34918975830078
Eclipse End,2021-01-19 06:35:24.148480,1.244302210862049,95.06388887568068,72.16146648368301,231.0574951171875,53.48135757446289
Eclipse Begin : KELT-14 b,2021-01-31 03:41:29.292160,1.0560691379821756,75.74162766260605,149.1586532079631,196.42633056640625,71.24600219726562
Eclipse Mid,2021-01-31 04:47:07.836160,1.115783912255819,75.84149019276241,148.76558338142286,221.6194305419922,63.66697311401367
Eclipse End,2021-01-31 05:52:46.380160,1.257585405121425,75.9063690738662,148.40694729908634,231.44451904296875,52.6717529296875
Eclipse Begin : KELT-14 b,2021-02-12 02:58:51.523840,1.058062293339182,109.53830913279945,5.490946970258511,198.83709716796875,70.93067169189453
Eclipse Mid,2021-02-12 04:04:30.067840,1.1226268405456337,109.31069604187444,6.075662418601446,222.6733856201172,62.969905853271484
Eclipse End,2021-02-12 05:10:08.611840,1.2714874869579869,109.05308262848796,6.719663530363343,231.8000030517578,51.85780715942383
Eclipse Begin : KELT-14 b,2021-02-24 02:16:13.755520,1.0603588690364372,67.89073931106657,138.5005586015397,201.1545867919922,70.57488250732422
Eclipse Mid,2021-02-24 03:21:52.299520,1.1298635460326334,67.84962331723847,138.81537812429085,223.65786743164062,62.25922775268555
Eclipse End,2021-02-24 04:27:30.843520,1.2860339118381514,67.78365357486088,139.1572508813213,232.12567138671875,51.039939880371094
Eclipse Begin : KELT-14 b,2021-03-08 01:33:35.987200,1.0629617901865889,113.0530277021884,64.24457670088054,203.3734130859375,70.18086242675781
Eclipse Mid,2021-03-08 02:39:14.531200,1.1375046967274747,113.06904648587853,63.45701634029269,224.57684326171875,61.53606033325195
Eclipse End,2021-03-08 03:44:53.075200,1.3012525174770717,113.05310486492925,62.705428191493176,232.423095703125,50.2185173034668
Eclipse Begin : KELT-14 b,2021-03-20 00:50:58.218880,1.065874274104053,74.11150580573184,72.14664460862703,205.4899139404297,69.75093078613281
Eclipse Mid,2021-03-20 01:56:36.762880,1.1455612218374014,73.95725375442741,72.50841529313676,225.43402099609375,60.80146789550781
Eclipse End,2021-03-20 03:02:15.306880,1.3171720398158926,73.7664025253378,72.92713643400016,232.6937713623047,49.3939208984375
Eclipse Begin : KELT-14 b,2021-04-01 00:08:20.450560,1.0691002470739404,102.6968683549902,134.32398789562188,207.5022430419922,69.287353515625
Eclipse Mid,2021-04-01 01:13:58.994560,1.1540453500473626,102.90042355833145,133.61617370840793,226.23294067382812,60.05638885498047
Eclipse End,2021-04-01 02:19:37.538560,1.3338241325788223,103.05619168589062,132.97495061200996,232.93898010253906,48.56647872924805
Eclipse Begin : K2-3 b,2021-02-21 03:44:42.305428,1.3319939522623985,96.79576943427155,104.33615208487049,61.62010955810547,48.65574645996094
Eclipse Mid,2021-02-21 05:06:29.103988,1.1249086493511609,96.21437931031188,104.85827850060956,34.521026611328125,62.742984771728516
Eclipse End,2021-02-21 06:28:15.902548,1.091687108467561,95.53410447604422,105.47843079754436,346.303955078125,66.35005187988281
Eclipse Begin : K2-3 c,2021-05-15 23:45:45.448007,1.1135250934383198,73.76621455981383,45.1306953696871,29.860471725463867,63.90277862548828
Eclipse Mid,2021-05-16 01:34:44.848007,1.1229365693368043,72.95561324289062,45.855785534947906,326.1993103027344,62.93894577026367
Eclipse End,2021-05-16 03:23:44.248007,1.4559147564771346,71.9721259622031,46.75566685066262,293.0598449707031,43.38154220581055
Eclipse Begin : K2-3 d,2021-04-16 23:44:22.793454,1.4469684714181363,94.29934139344404,52.445017960897424,66.63614654541016,43.71725082397461
Eclipse Mid,2021-04-17 01:54:07.792014,1.1003605278961965,93.41097220762487,53.240857264094316,22.163713455200195,65.3390884399414
Eclipse End,2021-04-17 04:03:52.790574,1.1834665571471688,92.27908146482446,54.277860744676815,311.900146484375,57.669288635253906
Eclipse Begin : WASP-76 b,2020-10-24 01:50:25.089604,1.4146637241893067,78.84713754132133,95.66094790110769,57.709476470947266,44.98176956176758
Eclipse Mid,2020-10-24 03:41:13.569604,1.141042356465597,78.08186481112794,96.37108667682726,18.92296600341797,61.21010971069336
Eclipse End,2020-10-24 05:32:02.049604,1.1915910188277836,77.14376812815343,97.25253490313239,323.7470397949219,57.05722427368164
Eclipse Begin : WASP-76 b,2020-11-22 00:50:11.496004,1.2291217633724374,57.76034908230355,87.76949434628234,42.77738952636719,54.44808578491211
Eclipse Mid,2020-11-22 02:40:59.976004,1.1302282614078778,57.04829519016211,88.42341344904486,350.3420104980469,62.22409439086914
Eclipse End,2020-11-22 04:31:48.456004,1.33806972341145,56.177245511425944,89.23371659511622,306.62750244140625,48.360931396484375
Eclipse Begin : WASP-85 A b,2021-02-21 05:47:14.284486,1.1809137505814427,95.896215814173,105.1548028680085,15.851103782653809,57.865509033203125
Eclipse Mid,2021-02-21 07:05:06.796486,1.1910918740781553,95.21230678605193,105.79024491703987,339.35308837890625,57.094295501708984
Eclipse End,2021-02-21 08:22:59.308486,1.3690714038480527,94.44312875932422,106.51086588470166,312.1490173339844,46.921791076660156
Eclipse Begin : WASP-85 A b,2021-03-09 04:12:17.604166,1.2201282688451278,124.90237231183568,50.13620277377001,29.39310073852539,55.04336929321289
Eclipse Mid,2021-03-09 05:30:10.116166,1.1693117303391471,125.79977557144791,49.310145293219854,354.0814208984375,58.78227233886719
Eclipse End,2021-03-09 06:48:02.628166,1.2704598291744755,126.61708804845112,48.56505667311877,321.7394714355469,51.91686248779297
Eclipse Begin : WASP-85 A b,2021-03-17 03:24:49.264006,1.2506923934451684,136.38501780072514,40.891388805741634,35.32378005981445,53.08782958984375
Eclipse Mid,2021-03-17 04:42:41.776006,1.1676901949358536,135.60503805482307,41.62369132013779,1.7951706647872925,58.9138069152832
Eclipse End,2021-03-17 06:00:34.288006,1.2355073658814064,134.7672084151269,42.41432387994594,327.3582763671875,54.035797119140625
Eclipse Begin : WASP-85 A b,2021-04-02 01:49:52.583686,1.3384138116366273,78.89097333846952,119.70255290801757,45.4833984375,48.34436798095703
Eclipse Mid,2021-04-02 03:07:45.095686,1.1827617132817996,79.71975717170545,118.93999447790705,16.85389518737793,57.72327423095703
Eclipse End,2021-04-02 04:25:37.607686,1.188753316596868,80.45215788896586,118.27479858185755,340.3213195800781,57.26890182495117
Eclipse Begin : WASP-85 A b,2021-04-10 01:02:24.243526,1.398532107237184,176.84563620357696,23.665522448735988,49.79528045654297,45.64610290527344
Eclipse Mid,2021-04-10 02:20:16.755526,1.199857251155217,175.9575473648672,22.85630150737367,23.819446563720703,56.45296859741211
Eclipse End,2021-04-10 03:38:09.267526,1.1756029160546904,175.04885433129598,22.034195930424172,347.5638427734375,58.27996826171875
Eclipse Begin : WASP-85 A b,2021-04-18 00:14:55.903366,1.4723681874636703,81.9870411966626,63.62081056006436,53.66914367675781,42.77943801879883
Eclipse Mid,2021-04-18 01:32:48.415366,1.2238935757441367,81.49196816479278,64.06649066809555,30.248363494873047,54.79201126098633
Eclipse End,2021-04-18 02:50:40.927366,1.1687284940084717,80.91404233170508,64.59582528209076,355.14349365234375,58.82948303222656
Eclipse Begin : WASP-130 b,2021-04-19 04:03:55.024019,1.054463025489467,111.34922156226959,76.28687605581237,167.45687866210938,71.50475311279297
Eclipse Mid,2021-04-19 05:55:31.024019,1.1112873924160707,110.39735371421108,77.27149810674261,220.45797729492188,64.1393051147461
Eclipse End,2021-04-19 07:47:07.024019,1.4145157064251477,109.34175025685487,78.41282253405942,233.53819274902344,44.987762451171875
Eclipse Begin : WASP-131 b,2021-03-09 05:19:39.836780,1.1604019628009472,79.8824890263431,49.41715823025623,109.13904571533203,59.51594161987305
Eclipse Mid,2021-03-09 07:14:34.556780,1.0087059701393473,80.93765416354478,48.33163064851681,144.6388702392578,82.46685028076172
Eclipse End,2021-03-09 09:09:29.276780,1.07731115254309,81.81373469703432,47.442968766573365,248.5792236328125,68.16162872314453
Eclipse Begin : WASP-131 b,2021-03-25 04:30:48.198380,1.1270215261160865,84.81761891267855,131.20016539394788,109.59029388427734,62.535221099853516
Eclipse Mid,2021-03-25 06:25:42.918380,1.0059016012775392,83.93651464181501,132.00570191224773,167.6521759033203,83.79048919677734
Eclipse End,2021-03-25 08:20:37.638380,1.1018583057123703,82.884862259214,132.99910078770574,249.74911499023438,65.16999816894531
Eclipse Begin : WASP-131 b,2021-04-10 03:41:56.559980,1.0985693604164437,134.77975514044167,21.9942793872942,110.37139129638672,65.54335021972656
Eclipse Mid,2021-04-10 05:36:51.279980,1.0060889007369593,135.8522640576144,20.807994258262926,195.6869354248047,83.6932144165039
Eclipse End,2021-04-10 07:31:45.999980,1.1308964875893432,136.84981700240002,19.711950382205295,250.4796600341797,62.15988540649414
Eclipse Begin : WASP-131 b,2021-05-12 02:04:13.283180,1.0545573125805734,156.40312027310569,2.9426170849088544,113.5250015258789,71.48944854736328
Eclipse Mid,2021-05-12 03:59:08.003180,1.0154949944553457,155.55547928175147,4.072358065241127,230.79457092285156,79.97814178466797
Eclipse End,2021-05-12 05:54:02.723180,1.2046289998416793,154.67117795137,5.269630027322632,251.0706024169922,56.11220932006836
Eclipse Begin : WASP-131 b,2021-05-28 01:15:21.644780,1.0382813057747815,52.55089304186559,156.71771828401484,116.46942138671875,74.3930892944336
Eclipse Mid,2021-05-28 03:10:16.364780,1.0248499391745902,53.37298228120382,155.79979574747625,238.5717010498047,77.3569564819336
Eclipse End,2021-05-28 05:05:11.084780,1.2507600650143733,54.06771828148496,155.04816041444977,251.06378173828125,53.083702087402344
Eclipse Begin : WASP-131 b,2021-06-13 00:26:30.006380,1.025470750865995,109.47911459454284,27.874617254768612,121.09870910644531,77.2032470703125
Eclipse Mid,2021-06-13 02:21:24.726380,1.0374731320843114,108.4304061138161,28.847946127488864,243.32244873046875,74.55367279052734
Eclipse End,2021-06-13 04:16:19.446380,1.3043312834200531,107.23841579689689,29.99700471722109,250.91014099121094,50.05636215209961
Eclipse Begin : WASP-140 b,2020-09-13 07:39:46.686415,1.077948122289815,72.08897763266194,54.69629324414634,83.54524230957031,68.07730102539062
Eclipse Mid,2020-09-13 08:25:12.606415,1.0215801845507366,72.41823309801505,54.36118508389968,71.33383178710938,78.20232391357422
Eclipse End,2020-09-13 09:10:38.526415,1.002777121953271,72.71970884911252,54.054565431809884,6.784987449645996,85.73486328125
Eclipse Begin : WASP-140 b,2020-09-22 06:19:02.584015,1.1822400754494413,140.19107518941476,66.06056083937712,89.52130126953125,57.76332473754883
Eclipse Mid,2020-09-22 07:04:28.504015,1.0778131105307893,140.0530865929788,66.612750947127,83.5320816040039,68.09514617919922
Eclipse End,2020-09-22 07:49:54.424015,1.0215168756232793,139.89681396761773,67.18057422556086,71.29821014404297,78.2193374633789
Eclipse Begin : WASP-140 b,2020-10-01 04:58:18.481615,1.3577395402212697,58.57201409648712,171.28708197751232,93.8709716796875,47.435665130615234
Eclipse Mid,2020-10-01 05:43:44.401615,1.1820053018742576,58.45354961122049,171.5009576135936,89.51294708251953,57.781375885009766
Eclipse End,2020-10-01 06:29:10.321615,1.077677499898692,58.32475843565082,171.7227371515733,83.51896667480469,68.11308288574219
Eclipse Begin : WASP-140 b,2020-10-10 03:37:34.379215,1.6556848589012256,66.927646762169,87.77226118662175,97.67389678955078,37.15545654296875
Eclipse Mid,2020-10-10 04:23:00.299215,1.3573450938767977,67.30139420127114,87.37471033163635,93.86438751220703,47.45379638671875
Eclipse End,2020-10-10 05:08:26.219215,1.1817691703207798,67.65237884219856,87.00785972102656,89.5048828125,57.79954528808594
Eclipse Begin : WASP-140 b,2020-11-08 05:15:11.046415,1.0052368059664465,85.1506705900897,93.63793034952444,44.50453186035156,84.14906311035156
Eclipse Mid,2020-11-08 06:00:36.966415,1.00919555753227,85.46370139092974,93.3145684852496,301.7703552246094,82.25949096679688
Eclipse End,2020-11-08 06:46:02.886415,1.0485687340948588,85.74750249455059,93.01855202635976,280.3137512207031,72.49313354492188
Eclipse Begin : WASP-140 b,2020-11-17 03:54:26.944015,1.0359289414690158,132.45493196360135,26.520881122122915,76.8979263305664,74.8658447265625
Eclipse Mid,2020-11-17 04:39:52.864015,1.0052127894872473,132.15217088768603,27.096160697064782,44.37009811401367,84.16243743896484
Eclipse End,2020-11-17 05:25:18.784015,1.0092326666882918,131.8279998976471,27.685276784253595,301.6869201660156,82.24401092529297
Eclipse Begin : WASP-140 b,2020-11-26 02:33:42.841615,1.10660759664962,48.07567925800269,133.11008769711268,85.86067199707031,64.64376831054688
Eclipse Mid,2020-11-26 03:19:08.761615,1.0358391451219138,47.99372282976895,133.31642401508392,76.87537384033203,74.88422393798828
Eclipse End,2020-11-26 04:04:34.681615,1.0051887512722117,47.89938595144739,133.5346088206337,44.23360824584961,84.17585754394531
Eclipse Begin : WASP-140 b,2020-12-05 01:12:58.739215,1.2311504477073205,80.93327852003547,125.89330995811682,91.08090209960938,54.316192626953125
Eclipse Mid,2020-12-05 01:58:24.659215,1.1064341658080303,81.31582073481968,125.49423736190053,85.85037994384766,64.66272735595703
Eclipse End,2020-12-05 02:43:50.579215,1.0357485975953633,81.67158589795253,125.12569136571419,76.85282135009766,74.90277862548828
Eclipse Begin : WASP-140 b,2021-01-03 02:50:35.406415,1.0310868594115994,100.18064205697733,131.12053757150795,284.54791259765625,75.89491271972656
Eclipse Mid,2021-01-03 03:36:01.326415,1.097371113116998,100.48782401155283,130.78361469492745,274.7861633300781,65.6812744140625
Eclipse End,2021-01-03 04:21:27.246415,1.215778232240986,100.7647840545097,130.47477672385642,269.3628845214844,55.33769989013672
Eclipse Begin : WASP-140 b,2021-01-12 01:29:51.304015,1.0040773623472914,122.93627566867895,15.43064836239976,324.3616027832031,84.83475494384766
Eclipse Mid,2021-01-12 02:15:17.224015,1.0311709899762922,122.54786396321929,14.864694738005834,284.51806640625,75.87632751464844
Eclipse End,2021-01-12 03:00:43.144015,1.0975372238800045,122.13931095747138,14.288534729590042,274.772705078125,65.66209411621094
Eclipse Begin : WASP-127 b,2021-02-21 03:43:54.718396,1.1663885776412821,86.95779964290337,104.33153983014883,51.942325592041016,59.02001953125
Eclipse Mid,2021-02-21 05:53:09.118396,1.0801858101318338,86.00225075187204,105.19990031347733,337.248779296875,67.78424835205078
Eclipse End,2021-02-21 08:02:23.518396,1.398780130979656,84.80372684401236,106.31262149828184,291.1263732910156,45.635711669921875
Eclipse Begin : WASP-127 b,2021-03-14 01:05:57.502396,1.4422777165858056,157.67836196882874,7.703117710284446,70.3666763305664,43.89569854736328
Eclipse Mid,2021-03-14 03:15:11.902396,1.0864091541365037,156.60034673924346,8.862842863479578,27.637588500976562,66.99394226074219
Eclipse End,2021-03-14 05:24:26.302396,1.149485526783381,155.36684763627756,10.18257941718299,310.9317626953125,60.45334243774414
Eclipse Begin : GJ 9827 c,2020-07-21 07:51:46.776318,1.0941056828308748,134.6142895561953,8.823497527714817,12.282486915588379,66.06248474121094
Eclipse Mid,2020-07-21 08:46:31.704318,1.102838817728623,135.2496367103192,9.443089309752882,338.80194091796875,65.06012725830078
Eclipse End,2020-07-21 09:41:16.632318,1.1789398641168793,135.84790958357488,10.031128737799737,313.75714111328125,58.018558502197266
Eclipse Begin : GJ 9827 c,2020-08-01 06:31:33.181758,1.1242033185306823,72.60224835226158,150.17903676829295,32.523128509521484,62.812843322753906
Eclipse Mid,2020-08-01 07:26:18.109758,1.0901037278053076,72.17539694469293,150.56872987229244,1.2518938779830933,66.54081726074219
Eclipse End,2020-08-01 08:21:03.037758,1.1194818288743353,71.7038392985972,151.00315565711836,329.41119384765625,63.28712844848633
Eclipse Begin : GJ 9827 c,2020-08-12 05:11:19.587198,1.1875959661281323,64.5032950681827,83.3869618999969,47.635284423828125,57.355873107910156
Eclipse Mid,2020-08-12 06:06:04.515198,1.1059528191303725,64.93305648143561,82.98679497352937,23.40145492553711,64.71544647216797
Eclipse End,2020-08-12 07:00:49.443198,1.09264513255335,65.32022801673325,82.62895283314631,350.14471435546875,66.23560333251953
Eclipse Begin : GJ 9827 c,2020-08-23 03:51:05.992638,1.2940221034541544,146.41601706455054,54.81506490037848,58.485862731933594,50.60457992553711
Eclipse Mid,2020-08-23 04:45:50.920638,1.1525304645311474,145.77552669675498,55.42428865229607,40.9960823059082,60.18738555908203
Eclipse End,2020-08-23 05:40:35.848638,1.0947310434077684,145.09813125288426,56.06930112443678,13.15395736694336,65.98886108398438
Eclipse Begin : GJ 9827 c,2020-11-15 01:36:01.767678,1.1345370853962102,121.69488356279643,4.07662155418261,323.880615234375,61.81373977661133
Eclipse Mid,2020-11-15 02:30:46.695678,1.255583208076102,120.9574921812622,3.656913209364677,304.5096740722656,52.79172897338867
Eclipse End,2020-11-15 03:25:31.623678,1.5004345605502682,120.19664349609695,3.3171258739681826,292.3102111816406,41.795475006103516
Eclipse Begin : WASP-167 b,2021-03-08 02:43:51.875209,1.6259727627456806,75.63041930194524,63.402737856202705,117.11610412597656,37.95311737060547
Eclipse Mid,2021-03-08 04:05:35.075209,1.2273370879501664,76.43468606907558,62.478154710020526,117.51309204101562,54.5648307800293
Eclipse End,2021-03-08 05:27:18.275209,1.0613448710247044,77.1583164155197,61.63593191549446,128.68453979492188,70.42449951171875
Eclipse Begin : WASP-167 b,2021-03-10 03:15:29.184649,1.3905312663634104,98.77135942262684,38.76783340254237,116.64979553222656,45.98431396484375
Eclipse Mid,2021-03-10 04:37:12.384649,1.1278896735201256,99.58383733338411,37.845144276535656,120.52261352539062,62.450496673583984
