Name,obs_time,Primary eclipse observable?,Transit Length,Number of exposures possible,S/N median,Minimum S/N,Maximum S/N,Minimum Exposure Time,Maximum Exposure Time
2021-03-09 05:19:39.836780,1.1604019225689426,79.88248904776705,129.64120634399185,109.1390380859375,59.51594543457031
2021-03-09 07:14:34.556780,1.0087059660538606,80.93765415913248,130.61766095430488,144.63890075683594,82.46685028076172
2021-03-09 09:09:29.276780,1.0773111781463027,81.81373466839416,131.59265609532602,248.5792236328125,68.16162872314453
2021-03-25 04:30:48.198380,1.1270217907885964,84.81761868280111,47.939913072898136,109.59028625488281,62.535194396972656
2021-03-25 06:25:42.918380,1.0059016148498905,83.93651458523532,46.94809394809422,167.65194702148438,83.79048156738281
2021-03-25 08:20:37.638380,1.1018580828719926,82.88486238313439,45.95360061428875,249.7490997314453,65.1700210571289
2021-04-10 03:41:56.559980,1.098569656028365,134.77975478480172,157.65810640421324,110.37138366699219,65.54331970214844
2021-04-10 05:36:51.279980,1.0060888862122022,135.85226377094145,158.54361546660485,195.68663024902344,83.69322204589844
2021-04-10 07:31:45.999980,1.1308961473861896,136.84981683867213,159.42698290148337,250.47964477539062,62.15991973876953
2021-05-12 02:04:13.283180,1.0545576070106004,156.40312081929318,176.4867304780241,113.52497100830078,71.4894027709961
2021-05-12 03:59:08.003180,1.0154948776935613,155.5554799100553,175.71111110217032,230.7943878173828,79.97817993164062
2021-05-12 05:54:02.723180,1.2046283359424925,154.67117852148567,174.90509900917672,251.07058715820312,56.11225509643555
2021-02-21 03:43:54.718396,1.166388228751786,86.95779990443879,74.84355949724514,51.942264556884766,59.020050048828125
2021-02-21 05:53:09.118396,1.080185923383916,86.00225070067185,73.85134833903449,337.2486572265625,67.78423309326172
2021-02-21 08:02:23.518396,1.3987809481839313,84.80372650362531,72.85740658054169,291.1263122558594,45.635677337646484
2021-03-14 01:05:57.502396,1.4422778121358037,157.67836199520502,171.46848501564455,70.3666763305664,43.895694732666016
2021-03-14 03:15:11.902396,1.0864091652548353,156.60034679250614,170.62090657489674,27.637596130371094,66.99394226074219
2021-03-14 05:24:26.302396,1.1494854829765415,155.36684770179735,169.7435190692844,310.9317626953125,60.453346252441406
2020-06-28 06:47:47.246739,1.5014787347431047,164.939944270795,90.66738770440605,67.72576141357422,41.759864807128906
2020-06-28 07:25:43.886739,1.3146377681402652,164.5314673004591,90.31916535107479,59.8406982421875,49.52293014526367
2020-06-28 08:03:40.526739,1.1981213744340489,164.10358984022662,89.97089419465537,49.18035125732422,56.578369140625
2020-07-04 07:52:27.427539,1.1710627262964872,81.22293118994254,11.013505812850616,44.85717010498047,58.64120101928711
2020-07-04 08:30:24.067539,1.1142780318085381,80.92097798607702,10.677899780361308,28.181079864501953,63.8238525390625
2020-07-04 09:08:20.707539,1.0910881100230574,80.59755260677365,10.342622389360525,6.296982765197754,66.42198181152344
2020-07-21 06:05:31.933779,1.277599535364517,133.298769568245,172.59596568096347,57.296363830566406,51.510101318359375
2020-07-21 06:43:28.573779,1.1754373721415687,133.77779865888127,172.2751244485818,45.64178466796875,58.293025970458984
2020-07-21 07:21:25.213779,1.116547965076114,134.2467396536689,171.95245319293696,29.272899627685547,63.587867736816406
2020-07-27 07:10:12.114579,1.1049564639554328,140.72290549786598,92.813658265758,22.734954833984375,64.82503509521484
2020-07-27 07:48:08.754579,1.090056613614395,140.25818962074305,92.46581982244686,359.880126953125,66.54652404785156
2020-07-27 08:26:05.394579,1.1052620883334334,139.77945350143588,92.11805940670993,337.0552978515625,64.79135131835938
2020-08-02 08:14:52.295379,1.1169653396272157,58.515977558773834,16.034405831383477,330.5356750488281,63.544795989990234
2020-08-02 08:52:48.935379,1.1762316897896126,58.19764957799949,15.721546000269335,314.2210998535156,58.23044967651367
2020-08-02 09:30:45.575379,1.2789046425678687,57.85778782572808,15.409169271839794,302.6056823730469,51.43662643432617
2020-08-13 05:23:16.620819,1.155836534219047,76.66231460975331,106.86010334324789,41.75743865966797,59.90260696411133
2020-08-13 06:01:13.260819,1.106726320788803,76.98949834639778,107.15868238742931,23.909669876098633,64.63079833984375
2020-08-13 06:39:09.900819,1.0901014400489057,77.29540708455536,107.45745705838506,1.2311627864837646,66.54109191894531
2020-08-19 06:27:56.801619,1.0911862456396908,155.93496746842598,175.05265802713313,353.4649963378906,66.4101791381836
2020-08-19 07:05:53.441619,1.1146914439157387,156.38662692695777,174.874274407198,331.62481689453125,63.78065490722656
2020-08-19 07:43:50.081619,1.1718512009308242,156.8242091678771,174.67778719431186,315.0041809082031,58.577999114990234
2020-08-25 07:32:36.982419,1.1990631957962137,115.79151499787864,95.48916103896845,310.6962890625,56.51023483276367
2020-08-25 08:10:33.622419,1.3161539817405614,115.31189260466113,95.14588535524167,300.0709228515625,49.44564437866211
2020-08-25 08:48:30.262419,1.5039028147914328,114.82102324871849,94.80279996175844,292.2074890136719,41.677459716796875
2020-08-30 03:36:21.127059,1.2514849983284488,51.0903333394171,35.648233305516314,55.126564025878906,53.03955078125
2020-08-30 04:14:17.767059,1.1597103417123742,50.87031963971061,35.33921227717797,42.601444244384766,59.574039459228516
2020-08-30 04:52:14.407059,1.1085965064858465,50.63791407945834,35.03038817227133,25.066801071166992,64.42771911621094
2020-09-11 05:45:41.488659,1.126534834009323,97.21886965896222,99.53322046325343,326.5990295410156,62.58287811279297
2020-09-11 06:23:38.128659,1.1940132690726006,97.51732181357188,99.83820692601752,311.40887451171875,56.87828063964844
2020-09-11 07:01:34.768659,1.3079587235506787,97.79489503164176,100.14343802283729,300.58563232421875,49.86698532104492
2020-09-16 01:49:25.633299,1.4110831695233914,160.51784942294762,160.14132044181025,64.62429809570312,45.12724685668945
2020-09-16 02:27:22.273299,1.258162586597939,160.98177997669177,160.4902216396596,55.71567153930664,52.637298583984375
2020-09-16 03:05:18.913299,1.163706524907696,161.44370158730095,160.83891845639155,43.42884063720703,59.24067687988281
2020-09-22 02:54:05.814099,1.142375749964854,108.7001631849713,115.03901675512756,38.420562744140625,61.08864212036133
2020-09-22 03:32:02.454099,1.1006158914693827,108.31508710420181,114.69046753849443,19.396224975585938,65.31015014648438
2020-09-22 04:09:59.094099,1.090457722684327,107.90789437345332,114.34217856039841,356.14532470703125,66.49799346923828
2020-10-09 01:07:10.320339,1.227869526239835,103.16732798572502,78.47771319072183,52.80009460449219,54.52993392944336
2020-10-09 01:45:06.960339,1.1457740519685238,103.56903280705802,78.77913238257501,39.327392578125,60.78242874145508
2020-10-09 02:23:03.600339,1.1020969382122503,103.95258233296694,79.0807648779468,20.613006591796875,65.14319610595703
2020-10-15 02:11:50.501139,1.0949023733545555,171.04542820766304,154.95245395024546,13.384598731994629,65.96874237060547
2020-10-15 02:49:47.141139,1.0928427424997358,170.69075258037012,155.31602506622903,349.78814697265625,66.21208190917969
2020-10-15 03:27:43.781139,1.12127895700599,170.31756667806843,155.67964385329773,328.6531066894531,63.10521697998047
2020-10-21 03:16:30.681939,1.137695032914371,85.12714500091364,120.0682560285463,322.9151611328125,61.51838302612305
2020-10-21 03:54:27.321939,1.2138789014682303,84.71720374497674,119.7252061132126,308.791259765625,55.46756362915039
2020-10-21 04:32:23.961939,1.3400834554830419,84.28656401020996,119.38247437289708,298.6890869140625,48.264183044433594
2020-11-01 00:24:55.007379,1.1305885550244963,52.22097882471889,5.325422265499649,34.832576751708984,62.189449310302734
2020-11-01 01:02:51.647379,1.0959106822273066,52.47346320719877,5.547014437160117,14.665539741516113,65.85078430175781
2020-11-01 01:40:48.287379,1.0921628684432374,52.707860360134596,5.774237955960221,351.1037902832031,66.29312133789062
2020-11-07 01:29:35.188179,1.0974210750894993,125.09888107454137,71.68662004776714,343.6315612792969,65.67550659179688
2020-11-07 02:07:31.828179,1.1345865016918157,125.47578447591128,71.99666573253556,323.8635559082031,61.809085845947266
2020-11-07 02:45:28.468179,1.2084184189530909,125.83255478582143,72.30692832155397,309.4643859863281,55.84562683105469
2020-11-13 02:34:15.368979,1.2422224759807512,150.26610529703296,149.79610512238207,305.73828125,53.61110305786133
2020-11-13 03:12:12.008979,1.3855807965462206,149.7409924411142,150.16565288802468,296.45208740234375,46.19658660888672
2020-11-13 03:50:08.648979,1.6159840653951376,149.21843096935086,150.53533359052537,289.41845703125,38.2298698425293
2020-11-30 00:47:19.875219,1.1505269420352982,72.83208033024623,4.23790181964157,319.4795837402344,60.361976623535156
2020-11-30 01:25:16.515219,1.2359898778648908,73.06269593984405,3.9564719643452237,306.3526916503906,54.004981994628906
2020-11-30 02:03:13.155219,1.3755987527910698,73.27778691152565,3.676402243863233,296.9046630859375,46.63182067871094
2020-07-21 07:51:46.776318,1.0941044634172545,134.61281350375484,171.69309243285917,12.2876558303833,66.06262969970703
2020-07-21 08:46:31.704318,1.1028282316979732,135.24816804639173,171.22298893283997,338.8060607910156,65.06130981445312
2020-07-21 09:41:16.632318,1.1789174612872577,135.84644844035844,170.7501717036095,313.7593688964844,58.020301818847656
2020-08-01 06:31:33.181758,1.124208513980673,72.60385701731124,29.03865473728414,32.527591705322266,62.81232833862305
2020-08-01 07:26:18.109758,1.0900995562519835,72.17700610715909,28.570326038371416,1.257020354270935,66.54132080078125
2020-08-01 08:21:03.037758,1.1194678454078735,71.70544898681248,28.1024176498016,329.4146423339844,63.288551330566406
2020-08-12 05:11:19.587198,1.1876087450138253,64.50156833172491,95.56821727875622,47.63875961303711,57.35491180419922
2020-08-12 06:06:04.515198,1.1059548813534432,64.93133265608138,95.98974972549165,23.406360626220703,64.71521759033203
2020-08-12 07:00:49.443198,1.0926379557539627,65.31850719463363,96.41158017380289,350.1495056152344,66.23645782470703
2020-08-23 03:51:05.992638,1.2940449988140963,146.41788563574715,124.14325061283576,58.48855972290039,50.60334777832031
2020-08-23 04:45:50.920638,1.15253942802565,145.77739276281602,123.628552137197,41.00002670288086,60.186607360839844
2020-08-23 05:40:35.848638,1.094730097915747,145.09999502520697,123.11410847917516,13.159134864807129,65.98897552490234
2020-11-15 01:36:01.767678,1.1345207400829578,121.6966298192675,176.71045130951956,323.88360595703125,61.81528091430664
2020-11-15 02:30:46.695678,1.2555520387093215,120.95923792360541,177.06137840276483,304.51123046875,52.793601989746094
2020-11-15 03:25:31.623678,1.5003761580945636,120.19838856379265,177.34770564351848,292.3110656738281,41.79746627807617
2020-06-30 08:11:35.389749,1.1644059715431692,137.0753261480775,63.36338301865002,43.57860565185547,59.18289566040039
2020-06-30 08:48:16.429749,1.112119780389224,136.65073065071388,63.02474460417761,27.070592880249023,64.05097961425781
2020-06-30 09:24:57.469749,1.0909099092169023,136.20918307093697,62.6861078737065,5.743420124053955,66.44343566894531
2020-07-31 08:22:10.343349,1.1163568393943009,85.11601626298705,40.52561103503772,330.8190612792969,63.60762405395508
2020-07-31 08:58:51.383349,1.1724963465564409,84.74230280385171,40.205917346925844,314.88446044921875,58.526432037353516
2020-07-31 09:35:32.423349,1.2685739024067295,84.34876379617727,39.886366728431014,303.4125671386719,52.025691986083984
2020-08-25 03:42:38.306229,1.2962097877207828,118.32248547750069,97.57380598629904,58.63740158081055,50.48698425292969
2020-08-25 04:19:19.346229,1.1896242256992813,117.97017141475993,97.24081681922135,47.94465255737305,57.20370101928711
2020-08-25 04:56:00.386229,1.1257026033619955,117.59703970193647,96.90800394685536,33.093448638916016,62.664649963378906
2020-09-25 03:53:13.259829,1.0900836944278154,67.22538350671277,76.56148242922046,359.2691955566406,66.54324340820312
2020-09-25 04:29:54.299829,1.1050432010103595,66.92896416059627,76.2534171402072,337.2162170410156,64.81547546386719
2020-09-25 05:06:35.339829,1.150112510499186,66.61232202079536,75.94556742913491,319.5821228027344,60.398284912109375
2020-05-27 23:31:02.224005,1.0952507571070988,63.8913416673481,117.49580376492787,56.91791534423828,65.92790222167969
2020-05-28 00:53:37.264005,1.0323137547890076,63.298773128779885,116.77843002528509,358.49615478515625,75.62641906738281
2020-05-28 02:16:12.304005,1.1002968088006677,62.61522710547306,116.06028711438897,301.9472351074219,65.3463134765625
2021-02-15 04:02:32.080005,1.6340897649203732,168.12123284349852,140.09866083546626,83.86276245117188,37.731468200683594
2021-02-15 05:25:07.120005,1.2049033343806586,168.50840080080752,139.4578340597895,70.68893432617188,56.09278869628906
2021-02-15 06:47:42.160005,1.0522671415801996,168.83266119023483,138.81763463960672,39.644561767578125,71.8656005859375
2021-04-19 02:30:56.176005,1.0610296408751947,87.52409927226468,103.4252011443938,45.0788688659668,70.47242736816406
2021-04-19 03:53:31.216005,1.0389845829646083,86.86389192007735,102.77804652506275,334.6348876953125,74.25484466552734
2021-04-19 05:16:06.256005,1.1523827761761172,86.10382042170039,102.13004860550697,293.9552917480469,60.20020294189453
2021-05-11 23:46:43.120005,1.2057314395100813,138.50789976393196,177.33757799701837,70.75181579589844,56.0342903137207
2021-05-12 01:09:18.160005,1.0525000391767132,137.73966492271597,176.84012626164565,39.82492446899414,71.8269271850586
2021-05-12 02:31:53.200005,1.0441102199190162,136.8909347945967,176.30381180751183,327.6782531738281,73.28620910644531
2021-02-22 04:29:30.846574,1.3277617536574233,94.02812947741876,63.323853664223755,59.3677978515625,48.86373519897461
2021-02-22 06:22:45.848014,1.1017032936659323,93.17660853952479,62.43439672659384,14.635820388793945,65.18742370605469
2021-02-22 08:16:00.849454,1.183700333519952,92.13343747053571,61.54318465103432,314.8275146484375,57.65141296386719
2021-04-30 01:17:24.222574,1.142949321809681,78.13098804892549,40.87611619833649,36.15264892578125,61.036624908447266
2021-04-30 03:10:39.224014,1.1190215234055376,79.23216062781364,41.95552185515289,332.9183654785156,63.33399963378906
2021-04-30 05:03:54.225454,1.4320274781907412,80.13818191322217,43.032833975877615,295.6672668457031,44.291622161865234
2021-03-22 02:21:02.311996,1.4097104418169557,87.11862519971615,84.39760127255516,63.444374084472656,45.18331527709961
2021-03-22 04:40:10.711996,1.0984604633770876,86.13937066231233,83.307999637934,10.211796760559082,65.55584716796875
2021-03-22 06:59:19.111996,1.2728477753958087,84.87557566755281,82.21574131675663,304.46051025390625,51.77989959716797
2020-06-30 03:07:27.280852,1.6151905690379091,91.85024374680019,66.1708888381605,71.90977478027344,38.252044677734375
2020-06-30 04:11:23.082292,1.2771588844098651,91.40943109643399,65.58075957649426,59.15131378173828,51.534969329833984
2020-06-30 05:15:18.883732,1.1271801873932226,90.91142810862632,64.99061820065626,37.37051010131836,62.51970672607422
2020-07-03 04:45:09.723028,1.1575025260295237,51.306406380353025,25.611247053327837,45.00606155395508,59.76063537597656
2020-07-03 05:49:05.524468,1.086577058842223,50.923730493918306,25.032062773472497,12.479158401489258,66.97309875488281
2020-07-03 06:53:01.325908,1.1033213613641188,50.492283781754885,24.45325645275631,332.7183532714844,65.00630187988281
2020-08-12 01:55:21.471316,1.1835793246324726,109.38323298085035,94.06175332843357,49.505775451660156,57.66066360473633
2020-08-12 02:59:17.272756,1.0932080142268423,110.00601916814234,94.55279988150534,20.12025260925293,66.16868591308594
2020-08-12 04:03:13.074196,1.0933059512959975,110.57589457491227,95.04423217914147,339.7927551269531,66.15707397460938
2020-08-15 03:33:03.913492,1.0846691450474777,143.25891582960782,129.23926256585804,351.1207275390625,67.21138000488281
2020-08-15 04:36:59.714932,1.1471930494305682,143.8345721587943,129.7711930271545,317.215576171875,60.65596008300781
2020-08-15 05:40:55.516372,1.3247397763727897,144.3568601313538,130.30386453486545,297.8205261230469,49.01359558105469
2021-05-18 06:06:43.709332,1.5480258156337747,157.9477233871695,108.25991792999645,70.39179229736328,40.239498138427734
2021-05-18 07:10:39.510772,1.2469897662142788,157.82912621408255,107.74207877330858,56.738651275634766,53.31491470336914
2021-05-18 08:14:35.312212,1.1151736833261585,157.65348192360364,107.22366495213562,33.019187927246094,63.73038864135742
2021-05-21 07:44:26.151508,1.1411787878598072,131.5172085567057,70.84877289145781,41.337059020996094,61.19764709472656
2021-05-21 08:48:21.952948,1.0837998094449188,130.86628167371495,70.27957089795409,6.599698066711426,67.3210220336914
2021-05-21 09:52:17.754388,1.1129295743701078,130.16317134732256,69.70950166408217,327.9316101074219,63.96543884277344
2021-01-15 04:05:47.935981,1.239029363132029,159.57544106271428,154.7792731996358,46.796260833740234,53.81193923950195
2021-01-15 05:28:15.199981,1.1205786787614227,159.16542624223143,154.07963736203638,10.760170936584473,63.17589569091797
2021-01-15 06:50:42.463981,1.1612378140150323,158.67058681551796,153.38096854090648,327.5538024902344,59.44595718383789
2021-01-01 03:54:24.920007,1.598861846153931,47.11969555310406,24.128413003106864,98.02044677734375,38.71485137939453
2021-01-01 05:42:24.920007,1.1198226239724935,46.79593023587821,25.031327833285637,88.24520874023438,63.252498626708984
2021-01-01 07:30:24.920007,1.002321198634964,46.42152474704192,25.935538460967212,24.746564865112305,86.09991455078125
2021-02-19 03:42:41.624007,1.0164989458461944,99.64491842598045,96.63491671661588,72.04036712646484,79.66283416748047
2021-02-19 05:30:41.624007,1.038405835557065,98.87193231467772,95.82544063727974,279.78973388671875,74.3685073852539
2021-02-19 07:18:41.624007,1.3088110397867794,97.95439917654677,95.01568141509549,265.9654235839844,49.82274627685547
2021-03-02 01:00:05.336007,1.257498836835579,55.652299404996135,36.536776474275804,92.94110870361328,52.67692565917969
2021-03-02 02:48:05.336007,1.0256044524899304,56.313298668939055,37.54203883351338,76.63843536376953,77.17040252685547
2021-03-02 04:36:05.336007,1.0266952211396552,56.81963299575071,38.547716721047316,282.96795654296875,76.90579223632812
2021-05-05 01:40:53.758557,1.6492307116683618,92.6278268880242,104.75685781531753,97.4505844116211,37.325565338134766
2021-05-05 04:09:41.759997,1.0568419892258585,94.26836591760681,105.97203416648578,80.62797546386719,71.12298583984375
2021-05-05 06:38:29.761437,1.0437846725034492,95.632567864758,107.18398416242772,281.69879150390625,73.3458251953125
2020-09-30 05:53:09.599992,1.0367732946873414,52.68225756677208,18.64416419872474,117.02323150634766,74.69426727294922
2020-09-30 07:14:26.879992,1.0081391807153666,52.483413176506176,18.04311564324201,212.14260864257812,82.71448516845703
2020-09-30 08:35:44.159992,1.0848116941051813,52.22238159162912,17.443943942749794,248.90431213378906,67.19346618652344
2020-10-18 04:12:17.279992,1.0753330716240763,136.54908066351183,160.2901315977285,111.67449951171875,68.42615509033203
2020-10-18 05:33:34.559992,1.00681399573906,136.26068033692349,159.5078130966986,156.8475799560547,83.33025360107422
2020-10-18 06:54:51.839992,1.0429116180366171,135.92478706568076,158.72480458725929,244.42625427246094,73.50691986083984
2020-11-05 02:31:24.959992,1.1325787514668544,73.62204520762293,49.192730568794374,109.5843505859375,61.99917221069336
2020-11-05 03:52:42.239992,1.019346715018119,74.15494287907651,49.82862468099906,125.42992401123047,78.81928253173828
2020-11-05 05:13:59.519992,1.0173315864753965,74.61322631408888,50.465190194618884,232.64654541015625,79.40882873535156
2020-11-23 00:50:32.639992,1.2130950563018499,57.554629246387144,80.3647447360893,108.99435424804688,55.52140426635742
2020-11-23 02:11:49.919992,1.0465646962584516,57.35212553878889,79.7323781439265,114.88481903076172,72.84437561035156
2020-11-23 03:33:07.199992,1.0063052249596491,57.10145754098567,79.10081771845309,197.4962615966797,83.58273315429688
2021-01-05 01:36:27.071992,1.0348186390364649,133.12311939845924,72.63985218371869,242.39524841308594,75.09484100341797
2021-01-05 02:57:44.351992,1.180562853330753,133.60092598827706,73.36213535027487,250.90481567382812,57.89263153076172
2021-01-05 04:19:01.631992,1.542286223993076,133.99141036209753,74.0849846728823,249.63400268554688,40.42018127441406
2020-10-17 02:40:11.999990,1.3497003423977634,139.71559524653074,174.09288948409574,109.34376525878906,47.8085823059082
2020-10-17 04:23:13.919990,1.064808719563086,139.80173583268373,173.34884808839428,112.52165222167969,69.90692901611328
2020-10-17 06:06:15.839990,1.00778667648676,139.83121513210233,172.53815929773955,210.19992065429688,82.87295532226562
2020-12-01 00:44:59.999990,1.142260286850679,62.174655798317644,7.042730196733245,109.43699645996094,61.0991325378418
2020-12-01 02:28:01.919990,1.0103321462639845,62.74721074100043,7.8344290375010806,139.4705047607422,81.79891204833984
2020-12-01 04:11:03.839990,1.0538706915905909,63.22554817869353,8.628289695261762,246.2401885986328,71.60127258300781
2020-08-23 05:50:43.583992,1.4699951815467347,107.45844550168157,123.01896100280594,162.1039581298828,42.86508560180664
2020-08-23 07:19:21.503992,1.3594816632233873,107.09847828245013,122.1867670952278,172.8282012939453,47.35578155517578
2020-08-23 08:47:59.423992,1.3542453963035945,106.7182134368484,121.3552748552201,185.8421630859375,47.59687805175781
2020-10-17 03:31:49.439992,1.3674313233233004,106.54854988042877,173.7299600656771,171.2562713623047,46.99533462524414
2020-10-17 05:00:27.359992,1.3494752320717218,106.14158991894509,173.06245817356358,184.19918823242188,47.81912612915039
2020-10-17 06:29:05.279992,1.4337020932527613,105.71069059726617,172.35165771366297,195.76712036132812,44.22636795043945
2020-12-11 01:12:55.295992,1.346349806470399,106.37061314995029,129.85701706160842,182.53909301757812,47.96611785888672
2020-12-11 02:41:33.215992,1.4168457163532753,105.95839094895683,130.69804708623252,194.49978637695312,44.89365768432617
2020-12-11 04:10:11.135992,1.6108061088802095,105.52403744173414,131.5399372295379,202.3994903564453,38.37510299682617
2020-10-11 05:18:02.161437,1.336059900829611,104.09789588277135,104.18043769250677,165.05381774902344,48.457969665527344
2020-10-11 06:54:56.159997,1.2834321677249134,104.46633401506246,105.00636297420435,181.29441833496094,51.183799743652344
2020-10-11 08:31:50.158557,1.3552365223722302,104.75543928671495,105.8343069070376,196.9573974609375,47.5510139465332
2020-07-25 00:14:23.278567,1.0069455677983878,55.84329397295977,123.25203226152654,308.83709716796875,83.26654052734375
2020-07-25 01:33:53.280007,1.0941052668556255,55.152336341155255,122.51457521548289,275.26934814453125,66.06253051757812
2020-07-25 02:53:23.281447,1.3463976221226577,54.37611767492805,121.7771634284718,266.46826171875,47.963863372802734
2021-04-05 05:18:24.046567,1.1131481001214858,62.96103702837446,99.88560890493221,86.079345703125,63.942420959472656
2021-04-05 06:37:54.048007,1.01111415867181,63.65857897531106,100.56784808307962,61.0410041809082,81.49695587158203
2021-04-05 07:57:24.049447,1.0219431829488907,64.2628263535154,101.24913449513589,288.9070129394531,78.10527801513672
2021-04-12 06:46:50.734567,1.003040968872428,150.9147771019708,175.75276025540765,345.2293395996094,85.53733825683594
2021-04-12 08:06:20.736007,1.0640818971321109,151.76536201519752,175.47285562316756,278.2460632324219,70.01419067382812
2021-04-12 09:25:50.737447,1.2700866852610488,152.56400215212753,175.1328399735368,268.0614318847656,51.93834686279297
2020-06-15 03:30:03.958569,1.0338346058218364,141.64576185038405,110.35273058937202,284.0704650878906,75.30111694335938
2020-06-15 04:29:08.160009,1.1328015713544146,142.2241053224332,110.7994666462899,272.7998962402344,61.97798538208008
2020-06-15 05:28:12.361449,1.3347046846565644,142.76482420138146,111.24625846651958,266.6877746582031,48.5236701965332
2020-06-20 01:56:21.046569,1.004321231389752,158.72629927188612,165.74512526493916,36.260772705078125,84.68306732177734
2020-06-20 02:55:25.248009,1.0202371868971267,158.02294561735053,166.22739441486826,289.94281005859375,78.56903839111328
2020-06-20 03:54:29.449449,1.099953332842385,157.30843519715395,166.71009944250554,274.8250732421875,65.38533020019531
2020-06-25 00:22:38.134569,1.0688913387521453,94.28747312023737,133.3209222106066,82.3292236328125,69.31698608398438
2020-06-25 01:21:42.336009,1.0094847230521322,93.76256671174255,132.79372399921206,58.04344177246094,82.1396713256836
2020-06-25 02:20:46.537449,1.0106471904462864,93.1858620835824,132.26626690746815,299.7601013183594,81.67589569091797
2021-02-24 07:03:43.990569,1.26700552468109,117.4693233613052,38.82803587722928,91.8617935180664,52.11664962768555
2021-02-24 08:02:48.192009,1.0983681377504328,116.96002684167466,38.336774731846816,85.06270599365234,65.56644439697266
2021-02-24 09:01:52.393449,1.019626440568169,116.39735532865647,37.844974554226496,69.67259979248047,78.74003601074219
2021-04-07 05:47:09.238569,1.050142735336416,89.30676142591771,124.2684374731433,79.6712646484375,72.222900390625
2021-04-07 06:46:13.440009,1.0048097213919711,89.86851267251386,124.75221090457195,40.388240814208984,84.39173126220703
2021-04-07 07:45:17.641449,1.018666553785266,90.38052150334036,125.2355697415135,290.9802551269531,79.01451873779297
2021-04-12 04:13:26.326569,1.2146364895133757,149.20590935557868,176.07692497072944,90.4417953491211,55.41566467285156
2021-04-12 05:12:30.528009,1.0722441977841106,149.8668086387825,175.9895229249591,82.7175064086914,68.8475112915039
2021-04-12 06:11:34.729449,1.010495878284478,150.5260855829893,175.85437481989163,60.00526428222656,81.7347412109375
2021-04-17 02:39:43.414569,1.6033371101253617,152.74217725961245,125.50619669196949,97.04523468017578,38.58677291870117
2021-04-17 03:38:47.616009,1.269000061136757,152.21878075768112,125.0582510461623,91.9124755859375,52.00104904174805
2021-04-17 04:37:51.817449,1.0993747561901315,151.64690482474873,124.61010908779953,85.14118957519531,65.45122528076172
2021-05-14 06:04:17.398569,1.069952718320988,153.34602667416527,153.2310472268558,277.5368957519531,69.16696166992188
2021-05-14 07:03:21.600009,1.2099660787612851,152.66008923087648,152.7816828422506,269.7018127441406,55.737754821777344
2021-05-14 08:02:25.801449,1.4858237700906791,151.97954761346065,152.33215988660768,264.314697265625,42.3011474609375
2021-05-19 04:30:34.486569,1.0044662848816321,93.67647547815511,97.2462799124779,322.3479309082031,84.59489440917969
2021-05-19 05:29:38.688009,1.048301699746677,93.09843846888207,96.75559084230765,280.658447265625,72.53946685791016
2021-05-19 06:28:42.889449,1.1647716927978324,92.47391360198094,96.26431297357563,271.315185546875,59.15275192260742
2020-11-20 00:56:17.734548,1.559262917750512,76.85745799768844,115.45627095046791,154.05133056640625,39.89096450805664
2020-11-20 02:11:44.735988,1.3778802553340777,76.79590865680899,114.811326201711,161.19007873535156,46.53147888183594
2020-11-20 03:27:11.737428,1.2952496712334394,76.70403478370575,114.16764777610385,172.40957641601562,50.538509368896484
2020-09-10 06:15:52.486576,1.5438645322678377,74.71104350565844,88.3625518832774,138.3016815185547,40.37031173706055
2020-09-10 06:57:29.088016,1.3776918098240636,74.84819967950193,88.68808744537391,140.7998046875,46.53974914550781
2020-09-10 07:39:05.689456,1.2644987834621246,74.97783971215749,89.01385644080494,145.3123016357422,52.26287841796875
2020-10-17 05:19:32.518576,1.2518153990917542,112.09957415084996,172.91261581056045,146.1531219482422,53.01945495605469
2020-10-17 06:01:09.120016,1.181753066570832,112.17300758538981,172.57962384187155,153.74444580078125,57.800785064697266
2020-10-17 06:42:45.721456,1.1409893734034218,112.23726003258814,172.2388976063075,164.5081024169922,61.21495056152344
2020-11-13 02:27:39.814576,1.4427785397666524,111.56273354289033,149.73191193903767,139.4957733154297,43.87656784057617
2020-11-13 03:09:16.416016,1.3086818593805982,111.67638272203212,150.13714558458116,143.05374145507812,49.829444885253906
2020-11-13 03:50:53.017456,1.2184237799717128,111.78421601845416,150.54253943747207,148.97604370117188,55.15818786621094
2020-11-23 04:23:12.550576,1.137332658239746,77.06130625632176,78.71204897145022,166.28240966796875,61.55205154418945
2020-11-23 05:04:49.152016,1.1251994087625263,77.0004288507633,78.38931742403459,179.8373565673828,62.71426010131836
2020-11-23 05:46:25.753456,1.1367790916913645,76.92367872770868,78.06678884472429,193.42359924316406,61.60359191894531
2020-12-03 06:18:45.286576,1.2167759779757055,83.94647688714937,32.30216142655647,210.8510284423828,55.26980972290039
2020-12-03 07:00:21.888016,1.3061666608304627,84.02194044586022,32.63545498741139,216.83583068847656,49.96031951904297
2020-12-03 07:41:58.489456,1.439076558282618,84.08653318753501,32.96890900665203,220.44134521484375,44.018455505371094
2020-12-20 01:31:19.846576,1.2084869818441983,78.67776076738636,111.55428421938622,150.05404663085938,55.84083557128906
2020-12-20 02:12:56.448016,1.1555929133642227,78.62728920276778,111.21955152907844,159.418701171875,59.92345428466797
