,Name,obs_time,Primary eclipse observable?
878,HATS-7 b,2020-06-21 21:33:58.336,False
879,WASP-107 b,2020-04-06 13:03:06.640,False
880,WASP-107 b,2020-04-12 06:22:03.376,True
881,WASP-107 b,2020-04-17 23:41:00.112,False
882,WASP-107 b,2020-04-23 16:59:56.848,False
883,WASP-107 b,2020-04-29 10:18:53.584,False
884,WASP-107 b,2020-05-05 03:37:50.320,True
885,WASP-107 b,2020-05-10 20:56:47.056,False
886,WASP-107 b,2020-05-16 14:15:43.792,False
887,WASP-107 b,2020-05-22 07:34:40.528,False
888,WASP-107 b,2020-05-28 00:53:37.264,True
889,WASP-107 b,2020-06-02 18:12:34.000,False
890,WASP-107 b,2020-06-08 11:31:30.736,False
891,WASP-107 b,2020-06-14 04:50:27.472,False
892,WASP-107 b,2020-06-19 22:09:24.208,False
893,K2-138 c,2020-04-04 01:24:01.304,False
894,K2-138 c,2020-04-07 14:50:14.072,False
895,K2-138 c,2020-04-11 04:16:26.840,False
896,K2-138 c,2020-04-14 17:42:39.608,False
897,K2-138 c,2020-04-18 07:08:52.376,False
898,K2-138 c,2020-04-21 20:35:05.144,False
899,K2-138 c,2020-04-25 10:01:17.912,False
900,K2-138 c,2020-04-28 23:27:30.680,False
901,K2-138 c,2020-05-02 12:53:43.448,False
902,K2-138 c,2020-05-06 02:19:56.216,False
903,K2-138 c,2020-05-09 15:46:08.984,False
904,K2-138 c,2020-05-13 05:12:21.752,False
905,K2-138 c,2020-05-16 18:38:34.520,False
906,K2-138 c,2020-05-20 08:04:47.288,True
907,K2-138 c,2020-05-23 21:31:00.056,False
908,K2-138 c,2020-05-27 10:57:12.824,False
909,K2-138 c,2020-05-31 00:23:25.592,False
910,K2-138 c,2020-06-03 13:49:38.360,False
911,K2-138 c,2020-06-07 03:15:51.128,False
912,K2-138 c,2020-06-10 16:42:03.896,False
913,K2-138 c,2020-06-14 06:08:16.664,False
914,K2-138 c,2020-06-17 19:34:29.432,False
915,K2-138 c,2020-06-21 09:00:42.200,True
916,WASP-47 d,2020-04-08 11:38:09.904,False
917,WASP-47 d,2020-04-17 12:22:28.432,False
918,WASP-47 d,2020-04-26 13:06:46.960,False
919,WASP-47 d,2020-05-05 13:51:05.488,False
920,WASP-47 d,2020-05-14 14:35:24.016,False
921,WASP-47 d,2020-05-23 15:19:42.544,False
922,WASP-47 d,2020-06-01 16:04:01.072,False
923,WASP-47 d,2020-06-10 16:48:19.600,False
924,WASP-47 d,2020-06-19 17:32:38.128,False
